"iso3c","date","country","region","income_level","goal","ind_quality","ind_number","goal_count"
"DZA",2013,"Algeria","Middle East & North Africa","Lower middle income","Top 7 DHS/MICS Dropped",0.279,43,43
"ECU",2013,"Ecuador","Latin America & Caribbean","Upper middle income","Combined",0.413,49,50
"ECU",2013,"Ecuador","Latin America & Caribbean","Upper middle income","Any Data Available",0.5,49,50
"ECU",2013,"Ecuador","Latin America & Caribbean","Upper middle income","Tier 1",0.87,30,18
"ECU",2013,"Ecuador","Latin America & Caribbean","Upper middle income","Tier 2",0.156,19,32
"ECU",2013,"Ecuador","Latin America & Caribbean","Upper middle income","1",0.167,6,6
"ECU",2013,"Ecuador","Latin America & Caribbean","Upper middle income","10",0,1,1
"ECU",2013,"Ecuador","Latin America & Caribbean","Upper middle income","11",0,3,3
"ECU",2013,"Ecuador","Latin America & Caribbean","Upper middle income","16",0.381,7,7
"ECU",2013,"Ecuador","Latin America & Caribbean","Upper middle income","2",1,2,2
"ECU",2013,"Ecuador","Latin America & Caribbean","Upper middle income","3",1,5,5
"ECU",2013,"Ecuador","Latin America & Caribbean","Upper middle income","4",0.667,6,6
"ECU",2013,"Ecuador","Latin America & Caribbean","Upper middle income","5",0.286,13,14
"ECU",2013,"Ecuador","Latin America & Caribbean","Upper middle income","8",0.333,6,6
"ECU",2013,"Ecuador","Latin America & Caribbean","Upper middle income","Top 5 DHS/MICS Dropped",0.459,44,45
"ECU",2013,"Ecuador","Latin America & Caribbean","Upper middle income","Top 7 DHS/MICS Dropped",0.457,43,43
"EGY",2013,"Egypt, Arab Rep.","Middle East & North Africa","Lower middle income","Combined",0.333,49,50
"EGY",2013,"Egypt, Arab Rep.","Middle East & North Africa","Lower middle income","Any Data Available",0.4,49,50
"EGY",2013,"Egypt, Arab Rep.","Middle East & North Africa","Lower middle income","Tier 1",0.815,30,18
"EGY",2013,"Egypt, Arab Rep.","Middle East & North Africa","Lower middle income","Tier 2",0.062,19,32
"EGY",2013,"Egypt, Arab Rep.","Middle East & North Africa","Lower middle income","1",0,6,6
"EGY",2013,"Egypt, Arab Rep.","Middle East & North Africa","Lower middle income","10",0,1,1
"EGY",2013,"Egypt, Arab Rep.","Middle East & North Africa","Lower middle income","11",0,3,3
"EGY",2013,"Egypt, Arab Rep.","Middle East & North Africa","Lower middle income","16",0.238,7,7
"EGY",2013,"Egypt, Arab Rep.","Middle East & North Africa","Lower middle income","2",0.5,2,2
"EGY",2013,"Egypt, Arab Rep.","Middle East & North Africa","Lower middle income","3",1,5,5
"EGY",2013,"Egypt, Arab Rep.","Middle East & North Africa","Lower middle income","4",0.667,6,6
"EGY",2013,"Egypt, Arab Rep.","Middle East & North Africa","Lower middle income","5",0.071,13,14
"EGY",2013,"Egypt, Arab Rep.","Middle East & North Africa","Lower middle income","8",0.667,6,6
"EGY",2013,"Egypt, Arab Rep.","Middle East & North Africa","Lower middle income","Top 5 DHS/MICS Dropped",0.37,44,45
"EGY",2013,"Egypt, Arab Rep.","Middle East & North Africa","Lower middle income","Top 7 DHS/MICS Dropped",0.364,43,43
"ERI",2013,"Eritrea","Sub-Saharan Africa","Low income","Combined",0.2,49,50
"ERI",2013,"Eritrea","Sub-Saharan Africa","Low income","Any Data Available",0.22,49,50
"ERI",2013,"Eritrea","Sub-Saharan Africa","Low income","Tier 1",0.5,30,18
"ERI",2013,"Eritrea","Sub-Saharan Africa","Low income","Tier 2",0.031,19,32
"ERI",2013,"Eritrea","Sub-Saharan Africa","Low income","1",0,6,6
"ERI",2013,"Eritrea","Sub-Saharan Africa","Low income","10",0,1,1
"ERI",2013,"Eritrea","Sub-Saharan Africa","Low income","11",0,3,3
"ERI",2013,"Eritrea","Sub-Saharan Africa","Low income","16",0,7,7
"ERI",2013,"Eritrea","Sub-Saharan Africa","Low income","2",0,2,2
"ERI",2013,"Eritrea","Sub-Saharan Africa","Low income","3",1,5,5
"ERI",2013,"Eritrea","Sub-Saharan Africa","Low income","4",0.333,6,6
"ERI",2013,"Eritrea","Sub-Saharan Africa","Low income","5",0.214,13,14
"ERI",2013,"Eritrea","Sub-Saharan Africa","Low income","8",0,6,6
"ERI",2013,"Eritrea","Sub-Saharan Africa","Low income","Top 5 DHS/MICS Dropped",0.178,44,45
"ERI",2013,"Eritrea","Sub-Saharan Africa","Low income","Top 7 DHS/MICS Dropped",0.14,43,43
"ESP",2013,"Spain","Europe & Central Asia","High income","Combined",0.373,49,50
"ESP",2013,"Spain","Europe & Central Asia","High income","Any Data Available",0.42,49,50
"ESP",2013,"Spain","Europe & Central Asia","High income","Tier 1",0.759,30,18
"ESP",2013,"Spain","Europe & Central Asia","High income","Tier 2",0.156,19,32
"ESP",2013,"Spain","Europe & Central Asia","High income","1",0.5,6,6
"ESP",2013,"Spain","Europe & Central Asia","High income","10",0,1,1
"ESP",2013,"Spain","Europe & Central Asia","High income","11",0,3,3
"ESP",2013,"Spain","Europe & Central Asia","High income","16",0.238,7,7
"ESP",2013,"Spain","Europe & Central Asia","High income","2",0,2,2
"ESP",2013,"Spain","Europe & Central Asia","High income","3",0.4,5,5
"ESP",2013,"Spain","Europe & Central Asia","High income","4",0.833,6,6
"ESP",2013,"Spain","Europe & Central Asia","High income","5",0.214,13,14
"ESP",2013,"Spain","Europe & Central Asia","High income","8",0.667,6,6
"ESP",2013,"Spain","Europe & Central Asia","High income","Top 5 DHS/MICS Dropped",0.415,44,45
"ESP",2013,"Spain","Europe & Central Asia","High income","Top 7 DHS/MICS Dropped",0.434,43,43
"EST",2013,"Estonia","Europe & Central Asia","High income","Combined",0.413,49,50
"EST",2013,"Estonia","Europe & Central Asia","High income","Any Data Available",0.5,49,50
"EST",2013,"Estonia","Europe & Central Asia","High income","Tier 1",0.87,30,18
"EST",2013,"Estonia","Europe & Central Asia","High income","Tier 2",0.156,19,32
"EST",2013,"Estonia","Europe & Central Asia","High income","1",0.5,6,6
"EST",2013,"Estonia","Europe & Central Asia","High income","10",0,1,1
"EST",2013,"Estonia","Europe & Central Asia","High income","11",0,3,3
"EST",2013,"Estonia","Europe & Central Asia","High income","16",0.238,7,7
"EST",2013,"Estonia","Europe & Central Asia","High income","2",0,2,2
"EST",2013,"Estonia","Europe & Central Asia","High income","3",1,5,5
"EST",2013,"Estonia","Europe & Central Asia","High income","4",0.667,6,6
"EST",2013,"Estonia","Europe & Central Asia","High income","5",0.214,13,14
"EST",2013,"Estonia","Europe & Central Asia","High income","8",0.667,6,6
"EST",2013,"Estonia","Europe & Central Asia","High income","Top 5 DHS/MICS Dropped",0.459,44,45
"EST",2013,"Estonia","Europe & Central Asia","High income","Top 7 DHS/MICS Dropped",0.457,43,43
"ETH",2013,"Ethiopia","Sub-Saharan Africa","Low income","Combined",0.32,49,50
"ETH",2013,"Ethiopia","Sub-Saharan Africa","Low income","Any Data Available",0.38,49,50
"ETH",2013,"Ethiopia","Sub-Saharan Africa","Low income","Tier 1",0.722,30,18
"ETH",2013,"Ethiopia","Sub-Saharan Africa","Low income","Tier 2",0.094,19,32
"ETH",2013,"Ethiopia","Sub-Saharan Africa","Low income","1",0.167,6,6
"ETH",2013,"Ethiopia","Sub-Saharan Africa","Low income","10",0,1,1
"ETH",2013,"Ethiopia","Sub-Saharan Africa","Low income","11",0,3,3
"ETH",2013,"Ethiopia","Sub-Saharan Africa","Low income","16",0,7,7
"ETH",2013,"Ethiopia","Sub-Saharan Africa","Low income","2",0.5,2,2
"ETH",2013,"Ethiopia","Sub-Saharan Africa","Low income","3",1,5,5
"ETH",2013,"Ethiopia","Sub-Saharan Africa","Low income","4",0.5,6,6
"ETH",2013,"Ethiopia","Sub-Saharan Africa","Low income","5",0.286,13,14
"ETH",2013,"Ethiopia","Sub-Saharan Africa","Low income","8",0.333,6,6
"ETH",2013,"Ethiopia","Sub-Saharan Africa","Low income","Top 5 DHS/MICS Dropped",0.333,44,45
"ETH",2013,"Ethiopia","Sub-Saharan Africa","Low income","Top 7 DHS/MICS Dropped",0.326,43,43
"FIN",2013,"Finland","Europe & Central Asia","High income","Combined",0.42,49,50
"FIN",2013,"Finland","Europe & Central Asia","High income","Any Data Available",0.46,49,50
"FIN",2013,"Finland","Europe & Central Asia","High income","Tier 1",0.833,30,18
"FIN",2013,"Finland","Europe & Central Asia","High income","Tier 2",0.188,19,32
"FIN",2013,"Finland","Europe & Central Asia","High income","1",0.5,6,6
"FIN",2013,"Finland","Europe & Central Asia","High income","10",0,1,1
"FIN",2013,"Finland","Europe & Central Asia","High income","11",0,3,3
"FIN",2013,"Finland","Europe & Central Asia","High income","16",0.429,7,7
"FIN",2013,"Finland","Europe & Central Asia","High income","2",0,2,2
"FIN",2013,"Finland","Europe & Central Asia","High income","3",0.6,5,5
"FIN",2013,"Finland","Europe & Central Asia","High income","4",0.833,6,6
"FIN",2013,"Finland","Europe & Central Asia","High income","5",0.214,13,14
"FIN",2013,"Finland","Europe & Central Asia","High income","8",0.667,6,6
"FIN",2013,"Finland","Europe & Central Asia","High income","Top 5 DHS/MICS Dropped",0.467,44,45
"FIN",2013,"Finland","Europe & Central Asia","High income","Top 7 DHS/MICS Dropped",0.488,43,43
"FJI",2013,"Fiji","East Asia & Pacific","Upper middle income","Combined",0.24,49,50
"FJI",2013,"Fiji","East Asia & Pacific","Upper middle income","Any Data Available",0.3,49,50
"FJI",2013,"Fiji","East Asia & Pacific","Upper middle income","Tier 1",0.611,30,18
"FJI",2013,"Fiji","East Asia & Pacific","Upper middle income","Tier 2",0.031,19,32
"FJI",2013,"Fiji","East Asia & Pacific","Upper middle income","1",0,6,6
"FJI",2013,"Fiji","East Asia & Pacific","Upper middle income","10",0,1,1
"FJI",2013,"Fiji","East Asia & Pacific","Upper middle income","11",0,3,3
"FJI",2013,"Fiji","East Asia & Pacific","Upper middle income","16",0.143,7,7
"FJI",2013,"Fiji","East Asia & Pacific","Upper middle income","2",0.5,2,2
"FJI",2013,"Fiji","East Asia & Pacific","Upper middle income","3",0.8,5,5
"FJI",2013,"Fiji","East Asia & Pacific","Upper middle income","4",0.5,6,6
"FJI",2013,"Fiji","East Asia & Pacific","Upper middle income","5",0.143,13,14
"FJI",2013,"Fiji","East Asia & Pacific","Upper middle income","8",0.167,6,6
"FJI",2013,"Fiji","East Asia & Pacific","Upper middle income","Top 5 DHS/MICS Dropped",0.267,44,45
"FJI",2013,"Fiji","East Asia & Pacific","Upper middle income","Top 7 DHS/MICS Dropped",0.279,43,43
"FRA",2013,"France","Europe & Central Asia","High income","Combined",0.44,49,50
"FRA",2013,"France","Europe & Central Asia","High income","Any Data Available",0.5,49,50
"FRA",2013,"France","Europe & Central Asia","High income","Tier 1",0.889,30,18
"FRA",2013,"France","Europe & Central Asia","High income","Tier 2",0.188,19,32
"FRA",2013,"France","Europe & Central Asia","High income","1",0.5,6,6
"FRA",2013,"France","Europe & Central Asia","High income","10",0,1,1
"FRA",2013,"France","Europe & Central Asia","High income","11",0,3,3
"FRA",2013,"France","Europe & Central Asia","High income","16",0.143,7,7
"FRA",2013,"France","Europe & Central Asia","High income","2",0.5,2,2
"FRA",2013,"France","Europe & Central Asia","High income","3",1,5,5
"FRA",2013,"France","Europe & Central Asia","High income","4",0.833,6,6
"FRA",2013,"France","Europe & Central Asia","High income","5",0.214,13,14
"FRA",2013,"France","Europe & Central Asia","High income","8",0.667,6,6
"FRA",2013,"France","Europe & Central Asia","High income","Top 5 DHS/MICS Dropped",0.489,44,45
"FRA",2013,"France","Europe & Central Asia","High income","Top 7 DHS/MICS Dropped",0.488,43,43
"FRO",2013,"Faroe Islands","Europe & Central Asia","High income","Combined",0.04,49,50
"FRO",2013,"Faroe Islands","Europe & Central Asia","High income","Any Data Available",0.04,49,50
"FRO",2013,"Faroe Islands","Europe & Central Asia","High income","Tier 1",0.111,30,18
"FRO",2013,"Faroe Islands","Europe & Central Asia","High income","Tier 2",0,19,32
"FRO",2013,"Faroe Islands","Europe & Central Asia","High income","1",0,6,6
"FRO",2013,"Faroe Islands","Europe & Central Asia","High income","10",0,1,1
"FRO",2013,"Faroe Islands","Europe & Central Asia","High income","11",0,3,3
"FRO",2013,"Faroe Islands","Europe & Central Asia","High income","16",0,7,7
"FRO",2013,"Faroe Islands","Europe & Central Asia","High income","2",0,2,2
"FRO",2013,"Faroe Islands","Europe & Central Asia","High income","3",0.2,5,5
"FRO",2013,"Faroe Islands","Europe & Central Asia","High income","4",0,6,6
"FRO",2013,"Faroe Islands","Europe & Central Asia","High income","5",0,13,14
"FRO",2013,"Faroe Islands","Europe & Central Asia","High income","8",0.167,6,6
"FRO",2013,"Faroe Islands","Europe & Central Asia","High income","Top 5 DHS/MICS Dropped",0.044,44,45
"FRO",2013,"Faroe Islands","Europe & Central Asia","High income","Top 7 DHS/MICS Dropped",0.047,43,43
"FSM",2013,"Micronesia, Fed. Sts.","East Asia & Pacific","Lower middle income","Combined",0.14,49,50
"FSM",2013,"Micronesia, Fed. Sts.","East Asia & Pacific","Lower middle income","Any Data Available",0.18,49,50
"FSM",2013,"Micronesia, Fed. Sts.","East Asia & Pacific","Lower middle income","Tier 1",0.333,30,18
"FSM",2013,"Micronesia, Fed. Sts.","East Asia & Pacific","Lower middle income","Tier 2",0.031,19,32
"FSM",2013,"Micronesia, Fed. Sts.","East Asia & Pacific","Lower middle income","1",0.167,6,6
"FSM",2013,"Micronesia, Fed. Sts.","East Asia & Pacific","Lower middle income","10",0,1,1
"FSM",2013,"Micronesia, Fed. Sts.","East Asia & Pacific","Lower middle income","11",0,3,3
"FSM",2013,"Micronesia, Fed. Sts.","East Asia & Pacific","Lower middle income","16",0,7,7
"FSM",2013,"Micronesia, Fed. Sts.","East Asia & Pacific","Lower middle income","2",0.5,2,2
"FSM",2013,"Micronesia, Fed. Sts.","East Asia & Pacific","Lower middle income","3",0.6,5,5
"FSM",2013,"Micronesia, Fed. Sts.","East Asia & Pacific","Lower middle income","4",0.167,6,6
"FSM",2013,"Micronesia, Fed. Sts.","East Asia & Pacific","Lower middle income","5",0.071,13,14
"FSM",2013,"Micronesia, Fed. Sts.","East Asia & Pacific","Lower middle income","8",0,6,6
"FSM",2013,"Micronesia, Fed. Sts.","East Asia & Pacific","Lower middle income","Top 5 DHS/MICS Dropped",0.156,44,45
"FSM",2013,"Micronesia, Fed. Sts.","East Asia & Pacific","Lower middle income","Top 7 DHS/MICS Dropped",0.14,43,43
"GAB",2013,"Gabon","Sub-Saharan Africa","Upper middle income","Combined",0.22,49,50
"GAB",2013,"Gabon","Sub-Saharan Africa","Upper middle income","Any Data Available",0.306,49,50
"GAB",2013,"Gabon","Sub-Saharan Africa","Upper middle income","Tier 1",0.5,30,18
"GAB",2013,"Gabon","Sub-Saharan Africa","Upper middle income","Tier 2",0.062,19,32
"GAB",2013,"Gabon","Sub-Saharan Africa","Upper middle income","1",0.167,6,6
"GAB",2013,"Gabon","Sub-Saharan Africa","Upper middle income","10",0,1,1
"GAB",2013,"Gabon","Sub-Saharan Africa","Upper middle income","11",0,3,3
"GAB",2013,"Gabon","Sub-Saharan Africa","Upper middle income","16",0,7,7
"GAB",2013,"Gabon","Sub-Saharan Africa","Upper middle income","2",0.5,2,2
"GAB",2013,"Gabon","Sub-Saharan Africa","Upper middle income","3",1,5,5
"GAB",2013,"Gabon","Sub-Saharan Africa","Upper middle income","4",0.167,6,6
"GAB",2013,"Gabon","Sub-Saharan Africa","Upper middle income","5",0.143,13,14
"GAB",2013,"Gabon","Sub-Saharan Africa","Upper middle income","8",0.167,6,6
"GAB",2013,"Gabon","Sub-Saharan Africa","Upper middle income","Top 5 DHS/MICS Dropped",0.222,44,45
"GAB",2013,"Gabon","Sub-Saharan Africa","Upper middle income","Top 7 DHS/MICS Dropped",0.209,43,43
"GBR",2013,"United Kingdom","Europe & Central Asia","High income","Combined",0.32,49,50
"GBR",2013,"United Kingdom","Europe & Central Asia","High income","Any Data Available",0.38,49,50
"GBR",2013,"United Kingdom","Europe & Central Asia","High income","Tier 1",0.722,30,18
"GBR",2013,"United Kingdom","Europe & Central Asia","High income","Tier 2",0.094,19,32
"GBR",2013,"United Kingdom","Europe & Central Asia","High income","1",0.167,6,6
"GBR",2013,"United Kingdom","Europe & Central Asia","High income","10",0,1,1
"GBR",2013,"United Kingdom","Europe & Central Asia","High income","11",0,3,3
"GBR",2013,"United Kingdom","Europe & Central Asia","High income","16",0.286,7,7
"GBR",2013,"United Kingdom","Europe & Central Asia","High income","2",0.5,2,2
"GBR",2013,"United Kingdom","Europe & Central Asia","High income","3",0.6,5,5
"GBR",2013,"United Kingdom","Europe & Central Asia","High income","4",0.667,6,6
"GBR",2013,"United Kingdom","Europe & Central Asia","High income","5",0.143,13,14
"GBR",2013,"United Kingdom","Europe & Central Asia","High income","8",0.5,6,6
"GBR",2013,"United Kingdom","Europe & Central Asia","High income","Top 5 DHS/MICS Dropped",0.356,44,45
"GBR",2013,"United Kingdom","Europe & Central Asia","High income","Top 7 DHS/MICS Dropped",0.349,43,43
"GEO",2013,"Georgia","Europe & Central Asia","Upper middle income","Combined",0.34,49,50
"GEO",2013,"Georgia","Europe & Central Asia","Upper middle income","Any Data Available",0.4,49,50
"GEO",2013,"Georgia","Europe & Central Asia","Upper middle income","Tier 1",0.833,30,18
"GEO",2013,"Georgia","Europe & Central Asia","Upper middle income","Tier 2",0.062,19,32
"GEO",2013,"Georgia","Europe & Central Asia","Upper middle income","1",0.167,6,6
"GEO",2013,"Georgia","Europe & Central Asia","Upper middle income","10",0,1,1
"GEO",2013,"Georgia","Europe & Central Asia","Upper middle income","11",0,3,3
"GEO",2013,"Georgia","Europe & Central Asia","Upper middle income","16",0.429,7,7
"GEO",2013,"Georgia","Europe & Central Asia","Upper middle income","2",0.5,2,2
"GEO",2013,"Georgia","Europe & Central Asia","Upper middle income","3",1,5,5
"GEO",2013,"Georgia","Europe & Central Asia","Upper middle income","4",0.667,6,6
"GEO",2013,"Georgia","Europe & Central Asia","Upper middle income","5",0.143,13,14
"GEO",2013,"Georgia","Europe & Central Asia","Upper middle income","8",0.167,6,6
"GEO",2013,"Georgia","Europe & Central Asia","Upper middle income","Top 5 DHS/MICS Dropped",0.378,44,45
"GEO",2013,"Georgia","Europe & Central Asia","Upper middle income","Top 7 DHS/MICS Dropped",0.372,43,43
"GHA",2013,"Ghana","Sub-Saharan Africa","Lower middle income","Combined",0.4,49,50
"GHA",2013,"Ghana","Sub-Saharan Africa","Lower middle income","Any Data Available",0.48,49,50
"GHA",2013,"Ghana","Sub-Saharan Africa","Lower middle income","Tier 1",0.889,30,18
"GHA",2013,"Ghana","Sub-Saharan Africa","Lower middle income","Tier 2",0.125,19,32
"GHA",2013,"Ghana","Sub-Saharan Africa","Lower middle income","1",0.167,6,6
"GHA",2013,"Ghana","Sub-Saharan Africa","Lower middle income","10",0,1,1
"GHA",2013,"Ghana","Sub-Saharan Africa","Lower middle income","11",0,3,3
"GHA",2013,"Ghana","Sub-Saharan Africa","Lower middle income","16",0.143,7,7
"GHA",2013,"Ghana","Sub-Saharan Africa","Lower middle income","2",1,2,2
"GHA",2013,"Ghana","Sub-Saharan Africa","Lower middle income","3",1,5,5
"GHA",2013,"Ghana","Sub-Saharan Africa","Lower middle income","4",0.667,6,6
"GHA",2013,"Ghana","Sub-Saharan Africa","Lower middle income","5",0.286,13,14
"GHA",2013,"Ghana","Sub-Saharan Africa","Lower middle income","8",0.5,6,6
"GHA",2013,"Ghana","Sub-Saharan Africa","Lower middle income","Top 5 DHS/MICS Dropped",0.422,44,45
"GHA",2013,"Ghana","Sub-Saharan Africa","Lower middle income","Top 7 DHS/MICS Dropped",0.419,43,43
"GIB",2013,"Gibraltar","Europe & Central Asia","High income","Combined",0.04,49,50
"GIB",2013,"Gibraltar","Europe & Central Asia","High income","Any Data Available",0.06,49,50
"GIB",2013,"Gibraltar","Europe & Central Asia","High income","Tier 1",0.056,30,18
"GIB",2013,"Gibraltar","Europe & Central Asia","High income","Tier 2",0.031,19,32
"GIB",2013,"Gibraltar","Europe & Central Asia","High income","1",0,6,6
"GIB",2013,"Gibraltar","Europe & Central Asia","High income","10",0,1,1
"GIB",2013,"Gibraltar","Europe & Central Asia","High income","11",0,3,3
"GIB",2013,"Gibraltar","Europe & Central Asia","High income","16",0,7,7
"GIB",2013,"Gibraltar","Europe & Central Asia","High income","2",0,2,2
"GIB",2013,"Gibraltar","Europe & Central Asia","High income","3",0.2,5,5
"GIB",2013,"Gibraltar","Europe & Central Asia","High income","4",0.167,6,6
"GIB",2013,"Gibraltar","Europe & Central Asia","High income","5",0,13,14
"GIB",2013,"Gibraltar","Europe & Central Asia","High income","8",0,6,6
"GIB",2013,"Gibraltar","Europe & Central Asia","High income","Top 5 DHS/MICS Dropped",0.044,44,45
"GIB",2013,"Gibraltar","Europe & Central Asia","High income","Top 7 DHS/MICS Dropped",0.023,43,43
"GIN",2013,"Guinea","Sub-Saharan Africa","Low income","Combined",0.213,49,50
"GIN",2013,"Guinea","Sub-Saharan Africa","Low income","Any Data Available",0.26,49,50
"GIN",2013,"Guinea","Sub-Saharan Africa","Low income","Tier 1",0.481,30,18
"GIN",2013,"Guinea","Sub-Saharan Africa","Low income","Tier 2",0.062,19,32
"GIN",2013,"Guinea","Sub-Saharan Africa","Low income","1",0,6,6
"GIN",2013,"Guinea","Sub-Saharan Africa","Low income","10",0,1,1
"GIN",2013,"Guinea","Sub-Saharan Africa","Low income","11",0,3,3
"GIN",2013,"Guinea","Sub-Saharan Africa","Low income","16",0.095,7,7
"GIN",2013,"Guinea","Sub-Saharan Africa","Low income","2",0.5,2,2
"GIN",2013,"Guinea","Sub-Saharan Africa","Low income","3",1,5,5
"GIN",2013,"Guinea","Sub-Saharan Africa","Low income","4",0.333,6,6
"GIN",2013,"Guinea","Sub-Saharan Africa","Low income","5",0.143,13,14
"GIN",2013,"Guinea","Sub-Saharan Africa","Low income","8",0,6,6
"GIN",2013,"Guinea","Sub-Saharan Africa","Low income","Top 5 DHS/MICS Dropped",0.215,44,45
"GIN",2013,"Guinea","Sub-Saharan Africa","Low income","Top 7 DHS/MICS Dropped",0.202,43,43
"GMB",2013,"Gambia, The","Sub-Saharan Africa","Low income","Combined",0.3,49,50
"GMB",2013,"Gambia, The","Sub-Saharan Africa","Low income","Any Data Available",0.36,49,50
"GMB",2013,"Gambia, The","Sub-Saharan Africa","Low income","Tier 1",0.722,30,18
"GMB",2013,"Gambia, The","Sub-Saharan Africa","Low income","Tier 2",0.062,19,32
"GMB",2013,"Gambia, The","Sub-Saharan Africa","Low income","1",0,6,6
"GMB",2013,"Gambia, The","Sub-Saharan Africa","Low income","10",0,1,1
"GMB",2013,"Gambia, The","Sub-Saharan Africa","Low income","11",0,3,3
"GMB",2013,"Gambia, The","Sub-Saharan Africa","Low income","16",0,7,7
"GMB",2013,"Gambia, The","Sub-Saharan Africa","Low income","2",0.5,2,2
"GMB",2013,"Gambia, The","Sub-Saharan Africa","Low income","3",1,5,5
"GMB",2013,"Gambia, The","Sub-Saharan Africa","Low income","4",0.5,6,6
"GMB",2013,"Gambia, The","Sub-Saharan Africa","Low income","5",0.214,13,14
"GMB",2013,"Gambia, The","Sub-Saharan Africa","Low income","8",0.5,6,6
"GMB",2013,"Gambia, The","Sub-Saharan Africa","Low income","Top 5 DHS/MICS Dropped",0.311,44,45
"GMB",2013,"Gambia, The","Sub-Saharan Africa","Low income","Top 7 DHS/MICS Dropped",0.302,43,43
"GNB",2013,"Guinea-Bissau","Sub-Saharan Africa","Low income","Combined",0.16,49,50
"GNB",2013,"Guinea-Bissau","Sub-Saharan Africa","Low income","Any Data Available",0.26,49,50
"GNB",2013,"Guinea-Bissau","Sub-Saharan Africa","Low income","Tier 1",0.389,30,18
"GNB",2013,"Guinea-Bissau","Sub-Saharan Africa","Low income","Tier 2",0.031,19,32
"GNB",2013,"Guinea-Bissau","Sub-Saharan Africa","Low income","1",0,6,6
"GNB",2013,"Guinea-Bissau","Sub-Saharan Africa","Low income","10",0,1,1
"GNB",2013,"Guinea-Bissau","Sub-Saharan Africa","Low income","11",0,3,3
"GNB",2013,"Guinea-Bissau","Sub-Saharan Africa","Low income","16",0,7,7
"GNB",2013,"Guinea-Bissau","Sub-Saharan Africa","Low income","2",0,2,2
"GNB",2013,"Guinea-Bissau","Sub-Saharan Africa","Low income","3",1,5,5
"GNB",2013,"Guinea-Bissau","Sub-Saharan Africa","Low income","4",0.333,6,6
"GNB",2013,"Guinea-Bissau","Sub-Saharan Africa","Low income","5",0.071,13,14
"GNB",2013,"Guinea-Bissau","Sub-Saharan Africa","Low income","8",0,6,6
"GNB",2013,"Guinea-Bissau","Sub-Saharan Africa","Low income","Top 5 DHS/MICS Dropped",0.178,44,45
"GNB",2013,"Guinea-Bissau","Sub-Saharan Africa","Low income","Top 7 DHS/MICS Dropped",0.163,43,43
"GNQ",2013,"Equatorial Guinea","Sub-Saharan Africa","Upper middle income","Combined",0.2,49,50
"GNQ",2013,"Equatorial Guinea","Sub-Saharan Africa","Upper middle income","Any Data Available",0.22,49,50
"GNQ",2013,"Equatorial Guinea","Sub-Saharan Africa","Upper middle income","Tier 1",0.5,30,18
"GNQ",2013,"Equatorial Guinea","Sub-Saharan Africa","Upper middle income","Tier 2",0.031,19,32
"GNQ",2013,"Equatorial Guinea","Sub-Saharan Africa","Upper middle income","1",0,6,6
"GNQ",2013,"Equatorial Guinea","Sub-Saharan Africa","Upper middle income","10",0,1,1
"GNQ",2013,"Equatorial Guinea","Sub-Saharan Africa","Upper middle income","11",0,3,3
"GNQ",2013,"Equatorial Guinea","Sub-Saharan Africa","Upper middle income","16",0,7,7
"GNQ",2013,"Equatorial Guinea","Sub-Saharan Africa","Upper middle income","2",0.5,2,2
"GNQ",2013,"Equatorial Guinea","Sub-Saharan Africa","Upper middle income","3",1,5,5
"GNQ",2013,"Equatorial Guinea","Sub-Saharan Africa","Upper middle income","4",0.333,6,6
"GNQ",2013,"Equatorial Guinea","Sub-Saharan Africa","Upper middle income","5",0.143,13,14
"GNQ",2013,"Equatorial Guinea","Sub-Saharan Africa","Upper middle income","8",0,6,6
"GNQ",2013,"Equatorial Guinea","Sub-Saharan Africa","Upper middle income","Top 5 DHS/MICS Dropped",0.2,44,45
"GNQ",2013,"Equatorial Guinea","Sub-Saharan Africa","Upper middle income","Top 7 DHS/MICS Dropped",0.163,43,43
"GRC",2013,"Greece","Europe & Central Asia","High income","Combined",0.38,49,50
"GRC",2013,"Greece","Europe & Central Asia","High income","Any Data Available",0.44,49,50
"GRC",2013,"Greece","Europe & Central Asia","High income","Tier 1",0.889,30,18
"GRC",2013,"Greece","Europe & Central Asia","High income","Tier 2",0.094,19,32
"GRC",2013,"Greece","Europe & Central Asia","High income","1",0.5,6,6
"GRC",2013,"Greece","Europe & Central Asia","High income","10",0,1,1
"GRC",2013,"Greece","Europe & Central Asia","High income","11",0,3,3
"GRC",2013,"Greece","Europe & Central Asia","High income","16",0.286,7,7
"GRC",2013,"Greece","Europe & Central Asia","High income","2",0,2,2
"GRC",2013,"Greece","Europe & Central Asia","High income","3",0.8,5,5
"GRC",2013,"Greece","Europe & Central Asia","High income","4",0.667,6,6
"GRC",2013,"Greece","Europe & Central Asia","High income","5",0.143,13,14
"GRC",2013,"Greece","Europe & Central Asia","High income","8",0.667,6,6
"GRC",2013,"Greece","Europe & Central Asia","High income","Top 5 DHS/MICS Dropped",0.422,44,45
"GRC",2013,"Greece","Europe & Central Asia","High income","Top 7 DHS/MICS Dropped",0.442,43,43
"GRD",2013,"Grenada","Latin America & Caribbean","Upper middle income","Combined",0.14,49,50
"GRD",2013,"Grenada","Latin America & Caribbean","Upper middle income","Any Data Available",0.18,49,50
"GRD",2013,"Grenada","Latin America & Caribbean","Upper middle income","Tier 1",0.333,30,18
