Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,TimePeriod,Value,Time_Detail,TimeCoverage,UpperBound,LowerBound,BasePeriod,Source,GeoInfoUrl,FootNote,[Nature],[Reporting Type],[Type of skill],[Units]
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","586","Pakistan","2016","0.45501","2016","","","","","PAKISTAN BUREAU OF STATISTICS","","","C","G","EPRS","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","604","Peru","2018","0.86125","2018","","","","","Instituto Nacional de Estadística e Informática - INEI","","","C","G","CMFL","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","604","Peru","2018","0.81491","2018","","","","","Instituto Nacional de Estadística e Informática - INEI","","","C","G","ARSP","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","604","Peru","2018","0.87626","2018","","","","","Instituto Nacional de Estadística e Informática - INEI","","","C","G","COPA","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","604","Peru","2018","0.79299","2018","","","","","Instituto Nacional de Estadística e Informática - INEI","","","C","G","TRAF","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","604","Peru","2018","0.64414","2018","","","","","Instituto Nacional de Estadística e Informática - INEI","","","C","G","SOFT","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","604","Peru","2018","0.56481","2018","","","","","Instituto Nacional de Estadística e Informática - INEI","","","C","G","PCPR","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","604","Peru","2018","0.87036","2018","","","","","Instituto Nacional de Estadística e Informática - INEI","","","C","G","EPRS","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","604","Peru","2018","0.87406","2018","","","","","Instituto Nacional de Estadística e Informática - INEI","","","C","G","EMAIL","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","604","Peru","2018","0.71649","2018","","","","","Instituto Nacional de Estadística e Informática - INEI","","","C","G","INST","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","604","Peru","2019","0.82246","2019","","","","","Instituto Nacional de Estadística e Informática - INEI","","","C","G","TRAF","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","604","Peru","2019","0.67170","2019","","","","","Instituto Nacional de Estadística e Informática - INEI","","","C","G","SOFT","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","604","Peru","2019","0.75742","2019","","","","","Instituto Nacional de Estadística e Informática - INEI","","","C","G","INST","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","604","Peru","2019","0.89376","2019","","","","","Instituto Nacional de Estadística e Informática - INEI","","","C","G","EPRS","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","604","Peru","2019","0.87250","2019","","","","","Instituto Nacional de Estadística e Informática - INEI","","","C","G","EMAIL","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","604","Peru","2019","0.88951","2019","","","","","Instituto Nacional de Estadística e Informática - INEI","","","C","G","COPA","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","604","Peru","2019","0.84631","2019","","","","","Instituto Nacional de Estadística e Informática - INEI","","","C","G","ARSP","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","616","Poland","2010","0.94817","2010","","","","","Eurostat","","","C","G","EMAIL","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","616","Poland","2011","0.93963","2011","","","","","Eurostat","","","C","G","ARSP","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","616","Poland","2011","0.92390","2011","","","","","Eurostat","","","C","G","CMFL","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","616","Poland","2011","0.94297","2011","","","","","Eurostat","","","C","G","COPA","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","616","Poland","2011","0.76881","2011","","","","","Eurostat","","","C","G","TRAF","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","616","Poland","2011","0.47916","2011","","","","","Eurostat","","","C","G","PCPR","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","616","Poland","2011","0.62705","2011","","","","","Eurostat","","","C","G","INST","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","616","Poland","2011","0.78986","2011","","","","","Eurostat","","","C","G","EPRS","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","616","Poland","2011","0.94416","2011","","","","","Eurostat","","","C","G","EMAIL","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","616","Poland","2012","0.85404","2012","","","","","Eurostat","","","C","G","TRAF","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","616","Poland","2012","0.43802","2012","","","","","Eurostat","","","C","G","PCPR","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","616","Poland","2012","0.65093","2012","","","","","Eurostat","","","C","G","INST","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","616","Poland","2012","0.86789","2012","","","","","Eurostat","","","C","G","EPRS","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","616","Poland","2012","0.95580","2012","","","","","Eurostat","","","C","G","COPA","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","616","Poland","2012","0.95571","2012","","","","","Eurostat","","","C","G","CMFL","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","616","Poland","2012","0.95496","2012","","","","","Eurostat","","","C","G","ARSP","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","616","Poland","2013","0.96388","2013","","","","","Eurostat","","","C","G","EMAIL","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","616","Poland","2014","0.94252","2014","","","","","Eurostat","","","C","G","COPA","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","616","Poland","2014","0.93904","2014","","","","","Eurostat","","","C","G","CMFL","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","616","Poland","2014","0.93445","2014","","","","","Eurostat","","","C","G","ARSP","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","616","Poland","2014","0.86972","2014","","","","","Eurostat","","","C","G","EPRS","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","616","Poland","2014","0.81967","2014","","","","","Eurostat","","","C","G","TRAF","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","616","Poland","2014","0.41323","2014","","","","","Eurostat","","","C","G","PCPR","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","616","Poland","2014","0.67827","2014","","","","","Eurostat","","","C","G","INST","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","616","Poland","2015","0.82865","2015","","","","","Eurostat","","","C","G","TRAF","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","616","Poland","2015","0.62383","2015","","","","","Eurostat","","","C","G","SOFT","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","616","Poland","2015","0.24803","2015","","","","","Eurostat","","","C","G","PCPR","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","616","Poland","2015","0.90516","2015","","","","","Eurostat","","","C","G","EPRS","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","616","Poland","2015","0.93958","2015","","","","","Eurostat","","","C","G","COPA","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","616","Poland","2015","0.87853","2015","","","","","Eurostat","","","C","G","CMFL","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","616","Poland","2015","0.90295","2015","","","","","Eurostat","","","C","G","ARSP","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","616","Poland","2016","0.85349","2016","","","","","the Statistical Office in Szczecin ","","","C","G","TRAF","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","616","Poland","2016","0.66071","2016","","","","","the Statistical Office in Szczecin ","","","C","G","SOFT","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","616","Poland","2016","0.24564","2016","","","","","the Statistical Office in Szczecin ","","","C","G","PCPR","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","616","Poland","2016","0.99913","2016","","","","","the Statistical Office in Szczecin ","","","C","G","EPRS","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","616","Poland","2016","0.91435","2016","","","","","the Statistical Office in Szczecin ","","","C","G","CMFL","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","616","Poland","2016","0.95296","2016","","","","","the Statistical Office in Szczecin ","","","C","G","ARSP","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","616","Poland","2017","0.90586","2017","","","","","NULL","","","C","G","ARSP","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","616","Poland","2017","0.90653","2017","","","","","NULL","","","C","G","CMFL","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","616","Poland","2017","0.32821","2017","","","","","NULL","","","C","G","PCPR","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","616","Poland","2017","0.95576","2017","","","","","NULL","","","C","G","EPRS","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","616","Poland","2017","0.84798","2017","","","","","NULL","","","C","G","TRAF","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","616","Poland","2018","0.91806","2018","","","","","Statistics Poland","","","C","G","ARSP","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","616","Poland","2018","0.86800","2018","","","","","Statistics Poland","","","C","G","TRAF","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","616","Poland","2018","0.69199","2018","","","","","Statistics Poland","","","C","G","SOFT","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","616","Poland","2018","0.28528","2018","","","","","Statistics Poland","","","C","G","PCPR","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","616","Poland","2018","0.95269","2018","","","","","Statistics Poland","","","C","G","EPRS","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","616","Poland","2018","0.91251","2018","","","","","Statistics Poland","","","C","G","CMFL","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","616","Poland","2019","0.35302","2019","","","","","Statistics Poland","","","C","G","PCPR","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","616","Poland","2019","0.94323","2019","","","","","Statistics Poland","","","C","G","EPRS","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","616","Poland","2019","0.89643","2019","","","","","Statistics Poland","","","C","G","ARSP","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","616","Poland","2019","0.85825","2019","","","","","Statistics Poland","","","C","G","TRAF","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","616","Poland","2019","0.75688","2019","","","","","Statistics Poland","","","C","G","SOFT","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","620","Portugal","2010","0.86541","2010","","","","","Eurostat","","","C","G","EMAIL","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","620","Portugal","2011","0.81899","2011","","","","","Eurostat","","","C","G","TRAF","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","620","Portugal","2011","0.44642","2011","","","","","Eurostat","","","C","G","PCPR","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","620","Portugal","2011","0.91292","2011","","","","","Eurostat","","","C","G","EMAIL","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","620","Portugal","2011","0.96120","2011","","","","","Eurostat","","","C","G","EPRS","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","620","Portugal","2011","0.73683","2011","","","","","Eurostat","","","C","G","INST","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","620","Portugal","2011","0.91642","2011","","","","","Eurostat","","","C","G","COPA","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","620","Portugal","2011","0.92990","2011","","","","","Eurostat","","","C","G","CMFL","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","620","Portugal","2011","0.87853","2011","","","","","Eurostat","","","C","G","ARSP","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","620","Portugal","2012","0.88694","2012","","","","","Eurostat","","","C","G","ARSP","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","620","Portugal","2012","0.89969","2012","","","","","Eurostat","","","C","G","CMFL","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","620","Portugal","2012","0.91495","2012","","","","","Eurostat","","","C","G","COPA","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","620","Portugal","2012","0.92706","2012","","","","","Eurostat","","","C","G","EPRS","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","620","Portugal","2012","0.73059","2012","","","","","Eurostat","","","C","G","INST","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","620","Portugal","2012","0.81824","2012","","","","","Eurostat","","","C","G","TRAF","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","620","Portugal","2012","0.47716","2012","","","","","Eurostat","","","C","G","PCPR","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","620","Portugal","2013","0.90223","2013","","","","","Eurostat","","","C","G","EMAIL","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","620","Portugal","2014","0.89212","2014","","","","","Eurostat","","","C","G","ARSP","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","620","Portugal","2014","0.90198","2014","","","","","Eurostat","","","C","G","CMFL","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","620","Portugal","2014","0.82656","2014","","","","","Eurostat","","","C","G","TRAF","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","620","Portugal","2014","0.38701","2014","","","","","Eurostat","","","C","G","PCPR","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","620","Portugal","2014","0.75174","2014","","","","","Eurostat","","","C","G","INST","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","620","Portugal","2014","0.96281","2014","","","","","Eurostat","","","C","G","EPRS","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","620","Portugal","2014","0.90946","2014","","","","","Eurostat","","","C","G","COPA","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","620","Portugal","2015","0.91361","2015","","","","","Eurostat","","","C","G","EPRS","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","620","Portugal","2015","0.88810","2015","","","","","Eurostat","","","C","G","COPA","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","620","Portugal","2015","0.84049","2015","","","","","Eurostat","","","C","G","CMFL","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","620","Portugal","2015","0.66753","2015","","","","","Eurostat","","","C","G","SOFT","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","620","Portugal","2015","0.41448","2015","","","","","Eurostat","","","C","G","PCPR","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","620","Portugal","2015","0.82639","2015","","","","","Eurostat","","","C","G","ARSP","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","620","Portugal","2015","0.81611","2015","","","","","Eurostat","","","C","G","TRAF","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","620","Portugal","2016","0.88594","2016","","","","","Eurostat","","","C","G","COPA","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","620","Portugal","2016","0.86858","2016","","","","","Eurostat","","","C","G","CMFL","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","620","Portugal","2016","0.84638","2016","","","","","Eurostat","","","C","G","ARSP","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","620","Portugal","2016","0.99772","2016","","","","","Eurostat","","","C","G","EPRS","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","620","Portugal","2016","0.59148","2016","","","","","Eurostat","","","C","G","PCPR","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","620","Portugal","2016","0.86601","2016","","","","","Eurostat","","","C","G","TRAF","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","620","Portugal","2016","0.72945","2016","","","","","Eurostat","","","C","G","SOFT","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","620","Portugal","2017","0.84107","2017","","","","","Statistics Portugal","","","C","G","ARSP","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","620","Portugal","2017","0.93248","2017","","","","","Statistics Portugal","","","C","G","CMFL","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","620","Portugal","2017","0.95756","2017","","","","","Statistics Portugal","","","C","G","EPRS","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","620","Portugal","2017","0.57145","2017","","","","","Statistics Portugal","","","C","G","PCPR","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","620","Portugal","2017","0.88772","2017","","","","","Statistics Portugal","","","C","G","TRAF","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","620","Portugal","2017","0.77940","2017","","","","","Statistics Portugal","","","C","G","SOFT","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","620","Portugal","2019","0.82039","2019","","","","","Statistics Portugal","","","C","G","ARSP","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","620","Portugal","2019","0.82689","2019","","","","","Statistics Portugal","","","C","G","SOFT","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","620","Portugal","2019","0.85522","2019","","","","","Statistics Portugal","","","C","G","TRAF","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","620","Portugal","2019","0.87700","2019","","","","","Statistics Portugal","","","C","G","COPA","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","620","Portugal","2019","0.98529","2019","","","","","Statistics Portugal","","","C","G","EPRS","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","620","Portugal","2019","0.52750","2019","","","","","Statistics Portugal","","","C","G","PCPR","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","634","Qatar","2015","1.03328","2015","","","","","Ministry Of Transport and Communications","","","C","G","COPA","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","634","Qatar","2015","0.88132","2015","","","","","Ministry Of Transport and Communications","","","C","G","EMAIL","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","634","Qatar","2015","1.13615","2015","","","","","Ministry Of Transport and Communications","","","C","G","SOFT","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","634","Qatar","2015","1.20648","2015","","","","","Ministry Of Transport and Communications","","","C","G","PCPR","Ratio"
"4","4.5","4.5.1","SE_GPI_ICTS","Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)","634","Qatar","2015","1.16124","2015","","","","","Ministry Of Transport and Communications","","","C","G","INST","Ratio"
