Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,TimePeriod,Value,Time_Detail,TimeCoverage,UpperBound,LowerBound,BasePeriod,Source,GeoInfoUrl,FootNote,[Nature],[Quantile],[Reporting Type],[Units]
"10","10.2","10.2.1","SI_POV_50MI","Proportion of people living below 50 percent of median income (%)","484","Mexico","1998","21","1998","","","","","World Bank","","Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)","G","B50","G","PERCENT"
"10","10.2","10.2.1","SI_POV_50MI","Proportion of people living below 50 percent of median income (%)","484","Mexico","2000","21","2000","","","","","World Bank","","Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)","G","B50","G","PERCENT"
"10","10.2","10.2.1","SI_POV_50MI","Proportion of people living below 50 percent of median income (%)","484","Mexico","2002","19","2002","","","","","World Bank","","Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)","G","B50","G","PERCENT"
"10","10.2","10.2.1","SI_POV_50MI","Proportion of people living below 50 percent of median income (%)","484","Mexico","2004","18","2004","","","","","World Bank","","Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)","G","B50","G","PERCENT"
"10","10.2","10.2.1","SI_POV_50MI","Proportion of people living below 50 percent of median income (%)","484","Mexico","2005","19","2005","","","","","World Bank","","Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)","G","B50","G","PERCENT"
"10","10.2","10.2.1","SI_POV_50MI","Proportion of people living below 50 percent of median income (%)","484","Mexico","2006","17","2006","","","","","World Bank","","Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)","G","B50","G","PERCENT"
"10","10.2","10.2.1","SI_POV_50MI","Proportion of people living below 50 percent of median income (%)","484","Mexico","2008","16","2008","","","","","World Bank","","Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)","G","B50","G","PERCENT"
"10","10.2","10.2.1","SI_POV_50MI","Proportion of people living below 50 percent of median income (%)","484","Mexico","2010","17","2010","","","","","World Bank","","Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)","G","B50","G","PERCENT"
"10","10.2","10.2.1","SI_POV_50MI","Proportion of people living below 50 percent of median income (%)","484","Mexico","2012","16","2012","","","","","World Bank","","Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)","G","B50","G","PERCENT"
"10","10.2","10.2.1","SI_POV_50MI","Proportion of people living below 50 percent of median income (%)","484","Mexico","2014","15","2014","","","","","World Bank","","Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)","G","B50","G","PERCENT"
"10","10.2","10.2.1","SI_POV_50MI","Proportion of people living below 50 percent of median income (%)","484","Mexico","2016","14","2016","","","","","World Bank","","Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)","G","B50","G","PERCENT"
"10","10.2","10.2.1","SI_POV_50MI","Proportion of people living below 50 percent of median income (%)","484","Mexico","2018","15","2018","","","","","World Bank","","Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)","G","B50","G","PERCENT"
"10","10.2","10.2.1","SI_POV_50MI","Proportion of people living below 50 percent of median income (%)","496","Mongolia","1995","14","1995","","","","","World Bank","","Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)","G","B50","G","PERCENT"
"10","10.2","10.2.1","SI_POV_50MI","Proportion of people living below 50 percent of median income (%)","496","Mongolia","1998","13","1998","","","","","World Bank","","Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)","G","B50","G","PERCENT"
"10","10.2","10.2.1","SI_POV_50MI","Proportion of people living below 50 percent of median income (%)","496","Mongolia","2002","12","2002","","","","","World Bank","","Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)","G","B50","G","PERCENT"
"10","10.2","10.2.1","SI_POV_50MI","Proportion of people living below 50 percent of median income (%)","496","Mongolia","2007","12","2007","","","","","World Bank","","Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)","G","B50","G","PERCENT"
"10","10.2","10.2.1","SI_POV_50MI","Proportion of people living below 50 percent of median income (%)","496","Mongolia","2010","11","2010","","","","","World Bank","","Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)","G","B50","G","PERCENT"
"10","10.2","10.2.1","SI_POV_50MI","Proportion of people living below 50 percent of median income (%)","496","Mongolia","2011","10","2011","","","","","World Bank","","Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)","G","B50","G","PERCENT"
"10","10.2","10.2.1","SI_POV_50MI","Proportion of people living below 50 percent of median income (%)","496","Mongolia","2012","11","2012","","","","","World Bank","","Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)","G","B50","G","PERCENT"
"10","10.2","10.2.1","SI_POV_50MI","Proportion of people living below 50 percent of median income (%)","496","Mongolia","2014","10","2014","","","","","World Bank","","Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)","G","B50","G","PERCENT"
"10","10.2","10.2.1","SI_POV_50MI","Proportion of people living below 50 percent of median income (%)","496","Mongolia","2016","10","2016","","","","","World Bank","","Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)","G","B50","G","PERCENT"
"10","10.2","10.2.1","SI_POV_50MI","Proportion of people living below 50 percent of median income (%)","496","Mongolia","2018","10","2018","","","","","World Bank","","Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)","G","B50","G","PERCENT"
"10","10.2","10.2.1","SI_POV_50MI","Proportion of people living below 50 percent of median income (%)","498","Republic of Moldova","1997","13","1997","","","","","World Bank","","Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)","G","B50","G","PERCENT"
"10","10.2","10.2.1","SI_POV_50MI","Proportion of people living below 50 percent of median income (%)","498","Republic of Moldova","1998","15","1998","","","","","World Bank","","Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)","G","B50","G","PERCENT"
"10","10.2","10.2.1","SI_POV_50MI","Proportion of people living below 50 percent of median income (%)","498","Republic of Moldova","1999","14","1999","","","","","World Bank","","Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)","G","B50","G","PERCENT"
"10","10.2","10.2.1","SI_POV_50MI","Proportion of people living below 50 percent of median income (%)","498","Republic of Moldova","2000","13","2000","","","","","World Bank","","Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)","G","B50","G","PERCENT"
"10","10.2","10.2.1","SI_POV_50MI","Proportion of people living below 50 percent of median income (%)","498","Republic of Moldova","2001","13","2001","","","","","World Bank","","Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)","G","B50","G","PERCENT"
"10","10.2","10.2.1","SI_POV_50MI","Proportion of people living below 50 percent of median income (%)","498","Republic of Moldova","2002","13","2002","","","","","World Bank","","Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)","G","B50","G","PERCENT"
"10","10.2","10.2.1","SI_POV_50MI","Proportion of people living below 50 percent of median income (%)","498","Republic of Moldova","2003","10","2003","","","","","World Bank","","Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)","G","B50","G","PERCENT"
"10","10.2","10.2.1","SI_POV_50MI","Proportion of people living below 50 percent of median income (%)","498","Republic of Moldova","2004","12","2004","","","","","World Bank","","Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)","G","B50","G","PERCENT"
"10","10.2","10.2.1","SI_POV_50MI","Proportion of people living below 50 percent of median income (%)","498","Republic of Moldova","2005","13","2005","","","","","World Bank","","Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)","G","B50","G","PERCENT"
"10","10.2","10.2.1","SI_POV_50MI","Proportion of people living below 50 percent of median income (%)","498","Republic of Moldova","2006","13","2006","","","","","World Bank","","Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)","G","B50","G","PERCENT"
"10","10.2","10.2.1","SI_POV_50MI","Proportion of people living below 50 percent of median income (%)","498","Republic of Moldova","2007","12","2007","","","","","World Bank","","Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)","G","B50","G","PERCENT"
"10","10.2","10.2.1","SI_POV_50MI","Proportion of people living below 50 percent of median income (%)","498","Republic of Moldova","2008","12","2008","","","","","World Bank","","Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)","G","B50","G","PERCENT"
"10","10.2","10.2.1","SI_POV_50MI","Proportion of people living below 50 percent of median income (%)","498","Republic of Moldova","2009","12","2009","","","","","World Bank","","Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)","G","B50","G","PERCENT"
"10","10.2","10.2.1","SI_POV_50MI","Proportion of people living below 50 percent of median income (%)","498","Republic of Moldova","2010","10","2010","","","","","World Bank","","Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)","G","B50","G","PERCENT"
"10","10.2","10.2.1","SI_POV_50MI","Proportion of people living below 50 percent of median income (%)","498","Republic of Moldova","2011","9","2011","","","","","World Bank","","Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)","G","B50","G","PERCENT"
"10","10.2","10.2.1","SI_POV_50MI","Proportion of people living below 50 percent of median income (%)","498","Republic of Moldova","2012","8","2012","","","","","World Bank","","Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)","G","B50","G","PERCENT"
"10","10.2","10.2.1","SI_POV_50MI","Proportion of people living below 50 percent of median income (%)","498","Republic of Moldova","2013","7","2013","","","","","World Bank","","Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)","G","B50","G","PERCENT"
"10","10.2","10.2.1","SI_POV_50MI","Proportion of people living below 50 percent of median income (%)","498","Republic of Moldova","2014","5","2014","","","","","World Bank","","Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)","G","B50","G","PERCENT"
"10","10.2","10.2.1","SI_POV_50MI","Proportion of people living below 50 percent of median income (%)","498","Republic of Moldova","2015","5","2015","","","","","World Bank","","Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)","G","B50","G","PERCENT"
"10","10.2","10.2.1","SI_POV_50MI","Proportion of people living below 50 percent of median income (%)","498","Republic of Moldova","2016","4","2016","","","","","World Bank","","Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)","G","B50","G","PERCENT"
"10","10.2","10.2.1","SI_POV_50MI","Proportion of people living below 50 percent of median income (%)","498","Republic of Moldova","2017","5","2017","","","","","World Bank","","Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)","G","B50","G","PERCENT"
"10","10.2","10.2.1","SI_POV_50MI","Proportion of people living below 50 percent of median income (%)","498","Republic of Moldova","2018","4","2018","","","","","World Bank","","Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)","G","B50","G","PERCENT"
"10","10.2","10.2.1","SI_POV_50MI","Proportion of people living below 50 percent of median income (%)","499","Montenegro","2005","9","2005","","","","","World Bank","","Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)","G","B50","G","PERCENT"
"10","10.2","10.2.1","SI_POV_50MI","Proportion of people living below 50 percent of median income (%)","499","Montenegro","2006","9","2006","","","","","World Bank","","Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)","G","B50","G","PERCENT"
"10","10.2","10.2.1","SI_POV_50MI","Proportion of people living below 50 percent of median income (%)","499","Montenegro","2007","10","2007","","","","","World Bank","","Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)","G","B50","G","PERCENT"
"10","10.2","10.2.1","SI_POV_50MI","Proportion of people living below 50 percent of median income (%)","499","Montenegro","2008","9","2008","","","","","World Bank","","Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)","G","B50","G","PERCENT"
"10","10.2","10.2.1","SI_POV_50MI","Proportion of people living below 50 percent of median income (%)","499","Montenegro","2009","9","2009","","","","","World Bank","","Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)","G","B50","G","PERCENT"
"10","10.2","10.2.1","SI_POV_50MI","Proportion of people living below 50 percent of median income (%)","499","Montenegro","2010","10","2010","","","","","World Bank","","Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)","G","B50","G","PERCENT"
"10","10.2","10.2.1","SI_POV_50MI","Proportion of people living below 50 percent of median income (%)","499","Montenegro","2011","10","2011","","","","","World Bank","","Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)","G","B50","G","PERCENT"
"10","10.2","10.2.1","SI_POV_50MI","Proportion of people living below 50 percent of median income (%)","499","Montenegro","2012","9","2012","","","","","World Bank","","Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)","G","B50","G","PERCENT"
"10","10.2","10.2.1","SI_POV_50MI","Proportion of people living below 50 percent of median income (%)","499","Montenegro","2013","11","2013","","","","","World Bank","","Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)","G","B50","G","PERCENT"
"10","10.2","10.2.1","SI_POV_50MI","Proportion of people living below 50 percent of median income (%)","499","Montenegro","2014","8","2014","","","","","World Bank","","Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)","G","B50","G","PERCENT"
"10","10.2","10.2.1","SI_POV_50MI","Proportion of people living below 50 percent of median income (%)","499","Montenegro","2015","21","2015","","","","","World Bank","","Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)","G","B50","G","PERCENT"
"10","10.2","10.2.1","SI_POV_50MI","Proportion of people living below 50 percent of median income (%)","504","Morocco","1984","14","1984","","","","","World Bank","","Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)","G","B50","G","PERCENT"
"10","10.2","10.2.1","SI_POV_50MI","Proportion of people living below 50 percent of median income (%)","504","Morocco","1990","14","1990","","","","","World Bank","","Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)","G","B50","G","PERCENT"
"10","10.2","10.2.1","SI_POV_50MI","Proportion of people living below 50 percent of median income (%)","504","Morocco","1998","15","1998","","","","","World Bank","","Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)","G","B50","G","PERCENT"
"10","10.2","10.2.1","SI_POV_50MI","Proportion of people living below 50 percent of median income (%)","504","Morocco","2000","13","2000","","","","","World Bank","","Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)","G","B50","G","PERCENT"
"10","10.2","10.2.1","SI_POV_50MI","Proportion of people living below 50 percent of median income (%)","504","Morocco","2006","12","2006","","","","","World Bank","","Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)","G","B50","G","PERCENT"
"10","10.2","10.2.1","SI_POV_50MI","Proportion of people living below 50 percent of median income (%)","504","Morocco","2013","12","2013","","","","","World Bank","","Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)","G","B50","G","PERCENT"
"10","10.2","10.2.1","SI_POV_50MI","Proportion of people living below 50 percent of median income (%)","508","Mozambique","1996","18","1996","","","","","World Bank","","Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)","G","B50","G","PERCENT"
"10","10.2","10.2.1","SI_POV_50MI","Proportion of people living below 50 percent of median income (%)","508","Mozambique","2002","14","2002","","","","","World Bank","","Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)","G","B50","G","PERCENT"
"10","10.2","10.2.1","SI_POV_50MI","Proportion of people living below 50 percent of median income (%)","508","Mozambique","2008","16","2008","","","","","World Bank","","Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)","G","B50","G","PERCENT"
"10","10.2","10.2.1","SI_POV_50MI","Proportion of people living below 50 percent of median income (%)","508","Mozambique","2014","17","2014","","","","","World Bank","","Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)","G","B50","G","PERCENT"
"10","10.2","10.2.1","SI_POV_50MI","Proportion of people living below 50 percent of median income (%)","516","Namibia","2003","18","2003","","","","","World Bank","","Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)","G","B50","G","PERCENT"
"10","10.2","10.2.1","SI_POV_50MI","Proportion of people living below 50 percent of median income (%)","516","Namibia","2009","18","2009","","","","","World Bank","","Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)","G","B50","G","PERCENT"
"10","10.2","10.2.1","SI_POV_50MI","Proportion of people living below 50 percent of median income (%)","516","Namibia","2015","24","2015","","","","","World Bank","","Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)","G","B50","G","PERCENT"
"10","10.2","10.2.1","SI_POV_50MI","Proportion of people living below 50 percent of median income (%)","524","Nepal","1984","6","1984","","","","","World Bank","","Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)","G","B50","G","PERCENT"
"10","10.2","10.2.1","SI_POV_50MI","Proportion of people living below 50 percent of median income (%)","524","Nepal","1995","9","1995","","","","","World Bank","","Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)","G","B50","G","PERCENT"
"10","10.2","10.2.1","SI_POV_50MI","Proportion of people living below 50 percent of median income (%)","524","Nepal","2003","10","2003","","","","","World Bank","","Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)","G","B50","G","PERCENT"
"10","10.2","10.2.1","SI_POV_50MI","Proportion of people living below 50 percent of median income (%)","524","Nepal","2010","7","2010","","","","","World Bank","","Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)","G","B50","G","PERCENT"
"10","10.2","10.2.1","SI_POV_50MI","Proportion of people living below 50 percent of median income (%)","528","Netherlands","1983","6","1983","","","","","World Bank","","Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)","G","B50","G","PERCENT"
"10","10.2","10.2.1","SI_POV_50MI","Proportion of people living below 50 percent of median income (%)","528","Netherlands","1987","5","1987","","","","","World Bank","","Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)","G","B50","G","PERCENT"
"10","10.2","10.2.1","SI_POV_50MI","Proportion of people living below 50 percent of median income (%)","528","Netherlands","1990","7","1990","","","","","World Bank","","Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)","G","B50","G","PERCENT"
"10","10.2","10.2.1","SI_POV_50MI","Proportion of people living below 50 percent of median income (%)","528","Netherlands","1993","9","1993","","","","","World Bank","","Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)","G","B50","G","PERCENT"
"10","10.2","10.2.1","SI_POV_50MI","Proportion of people living below 50 percent of median income (%)","528","Netherlands","1999","6","1999","","","","","World Bank","","Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)","G","B50","G","PERCENT"
"10","10.2","10.2.1","SI_POV_50MI","Proportion of people living below 50 percent of median income (%)","528","Netherlands","2004","9","2004","","","","","World Bank","","Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)","G","B50","G","PERCENT"
"10","10.2","10.2.1","SI_POV_50MI","Proportion of people living below 50 percent of median income (%)","528","Netherlands","2005","8","2005","","","","","World Bank","","Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)","G","B50","G","PERCENT"
"10","10.2","10.2.1","SI_POV_50MI","Proportion of people living below 50 percent of median income (%)","528","Netherlands","2006","8","2006","","","","","World Bank","","Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)","G","B50","G","PERCENT"
"10","10.2","10.2.1","SI_POV_50MI","Proportion of people living below 50 percent of median income (%)","528","Netherlands","2007","8","2007","","","","","World Bank","","Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)","G","B50","G","PERCENT"
"10","10.2","10.2.1","SI_POV_50MI","Proportion of people living below 50 percent of median income (%)","528","Netherlands","2008","8","2008","","","","","World Bank","","Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)","G","B50","G","PERCENT"
"10","10.2","10.2.1","SI_POV_50MI","Proportion of people living below 50 percent of median income (%)","528","Netherlands","2009","8","2009","","","","","World Bank","","Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)","G","B50","G","PERCENT"
"10","10.2","10.2.1","SI_POV_50MI","Proportion of people living below 50 percent of median income (%)","528","Netherlands","2010","8","2010","","","","","World Bank","","Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)","G","B50","G","PERCENT"
"10","10.2","10.2.1","SI_POV_50MI","Proportion of people living below 50 percent of median income (%)","528","Netherlands","2011","7","2011","","","","","World Bank","","Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)","G","B50","G","PERCENT"
"10","10.2","10.2.1","SI_POV_50MI","Proportion of people living below 50 percent of median income (%)","528","Netherlands","2012","8","2012","","","","","World Bank","","Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)","G","B50","G","PERCENT"
"10","10.2","10.2.1","SI_POV_50MI","Proportion of people living below 50 percent of median income (%)","528","Netherlands","2013","8","2013","","","","","World Bank","","Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)","G","B50","G","PERCENT"
"10","10.2","10.2.1","SI_POV_50MI","Proportion of people living below 50 percent of median income (%)","528","Netherlands","2014","8","2014","","","","","World Bank","","Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)","G","B50","G","PERCENT"
"10","10.2","10.2.1","SI_POV_50MI","Proportion of people living below 50 percent of median income (%)","528","Netherlands","2015","8","2015","","","","","World Bank","","Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)","G","B50","G","PERCENT"
"10","10.2","10.2.1","SI_POV_50MI","Proportion of people living below 50 percent of median income (%)","528","Netherlands","2016","8","2016","","","","","World Bank","","Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)","G","B50","G","PERCENT"
"10","10.2","10.2.1","SI_POV_50MI","Proportion of people living below 50 percent of median income (%)","528","Netherlands","2017","8","2017","","","","","World Bank","","Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)","G","B50","G","PERCENT"
"10","10.2","10.2.1","SI_POV_50MI","Proportion of people living below 50 percent of median income (%)","548","Vanuatu","2010","13","2010","","","","","World Bank","","Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)","G","B50","G","PERCENT"
"10","10.2","10.2.1","SI_POV_50MI","Proportion of people living below 50 percent of median income (%)","558","Nicaragua","1993","21","1993","","","","","World Bank","","Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)","G","B50","G","PERCENT"
"10","10.2","10.2.1","SI_POV_50MI","Proportion of people living below 50 percent of median income (%)","558","Nicaragua","1998","16","1998","","","","","World Bank","","Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)","G","B50","G","PERCENT"
"10","10.2","10.2.1","SI_POV_50MI","Proportion of people living below 50 percent of median income (%)","558","Nicaragua","2001","16","2001","","","","","World Bank","","Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)","G","B50","G","PERCENT"
"10","10.2","10.2.1","SI_POV_50MI","Proportion of people living below 50 percent of median income (%)","558","Nicaragua","2005","15","2005","","","","","World Bank","","Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)","G","B50","G","PERCENT"
"10","10.2","10.2.1","SI_POV_50MI","Proportion of people living below 50 percent of median income (%)","558","Nicaragua","2009","17","2009","","","","","World Bank","","Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)","G","B50","G","PERCENT"
"10","10.2","10.2.1","SI_POV_50MI","Proportion of people living below 50 percent of median income (%)","558","Nicaragua","2014","18","2014","","","","","World Bank","","Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)","G","B50","G","PERCENT"
"10","10.2","10.2.1","SI_POV_50MI","Proportion of people living below 50 percent of median income (%)","562","Niger","1992","10","1992","","","","","World Bank","","Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)","G","B50","G","PERCENT"
"10","10.2","10.2.1","SI_POV_50MI","Proportion of people living below 50 percent of median income (%)","562","Niger","1994","15","1994","","","","","World Bank","","Retrieved on March 17, 2020 from World Bank, PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm)","G","B50","G","PERCENT"
