"iso3c","country","region","income","goal","ind_quality","ind_number","date"
"STP","Sao Tome and Principe","Sub-Saharan Africa ","Lower middle income",3,1,5,2011
"STP","Sao Tome and Principe","Sub-Saharan Africa ","Lower middle income",4,0.333,6,2011
"STP","Sao Tome and Principe","Sub-Saharan Africa ","Lower middle income",5,0.154,13,2011
"STP","Sao Tome and Principe","Sub-Saharan Africa ","Lower middle income",8,0,6,2011
"STP","Sao Tome and Principe","Sub-Saharan Africa ","Lower middle income",10,1,1,2011
"STP","Sao Tome and Principe","Sub-Saharan Africa ","Lower middle income",16,0.4,5,2011
"STP","Sao Tome and Principe","Sub-Saharan Africa ","Lower middle income",NA,0,1,2011
"SUR","Suriname","Latin America & Caribbean ","Upper middle income",1,0,5,2011
"SUR","Suriname","Latin America & Caribbean ","Upper middle income",2,0,2,2011
"SUR","Suriname","Latin America & Caribbean ","Upper middle income",3,1,5,2011
"SUR","Suriname","Latin America & Caribbean ","Upper middle income",4,0.333,6,2011
"SUR","Suriname","Latin America & Caribbean ","Upper middle income",5,0.077,13,2011
"SUR","Suriname","Latin America & Caribbean ","Upper middle income",8,0.167,6,2011
"SUR","Suriname","Latin America & Caribbean ","Upper middle income",10,0,1,2011
"SUR","Suriname","Latin America & Caribbean ","Upper middle income",16,0.4,5,2011
"SUR","Suriname","Latin America & Caribbean ","Upper middle income",NA,0,1,2011
"SVK","Slovak Republic","Europe & Central Asia","High income",1,0.6,5,2011
"SVK","Slovak Republic","Europe & Central Asia","High income",2,0,2,2011
"SVK","Slovak Republic","Europe & Central Asia","High income",3,0.8,5,2011
"SVK","Slovak Republic","Europe & Central Asia","High income",4,0.667,6,2011
"SVK","Slovak Republic","Europe & Central Asia","High income",5,0.154,13,2011
"SVK","Slovak Republic","Europe & Central Asia","High income",8,0.667,6,2011
"SVK","Slovak Republic","Europe & Central Asia","High income",10,1,1,2011
"SVK","Slovak Republic","Europe & Central Asia","High income",16,0.333,5,2011
"SVK","Slovak Republic","Europe & Central Asia","High income",NA,0,1,2011
"SVN","Slovenia","Europe & Central Asia","High income",1,0.6,5,2011
"SVN","Slovenia","Europe & Central Asia","High income",2,0,2,2011
"SVN","Slovenia","Europe & Central Asia","High income",3,0.6,5,2011
"SVN","Slovenia","Europe & Central Asia","High income",4,0.667,6,2011
"SVN","Slovenia","Europe & Central Asia","High income",5,0.154,13,2011
"SVN","Slovenia","Europe & Central Asia","High income",8,0.667,6,2011
"SVN","Slovenia","Europe & Central Asia","High income",10,1,1,2011
"SVN","Slovenia","Europe & Central Asia","High income",16,0.4,5,2011
"SVN","Slovenia","Europe & Central Asia","High income",NA,0,1,2011
"SWE","Sweden","Europe & Central Asia","High income",1,0.8,5,2011
"SWE","Sweden","Europe & Central Asia","High income",2,0,2,2011
"SWE","Sweden","Europe & Central Asia","High income",3,0.4,5,2011
"SWE","Sweden","Europe & Central Asia","High income",4,0.667,6,2011
"SWE","Sweden","Europe & Central Asia","High income",5,0.231,13,2011
"SWE","Sweden","Europe & Central Asia","High income",8,0.667,6,2011
"SWE","Sweden","Europe & Central Asia","High income",10,1,1,2011
"SWE","Sweden","Europe & Central Asia","High income",16,0.6,5,2011
"SWE","Sweden","Europe & Central Asia","High income",NA,0,1,2011
"SWZ","Eswatini","Sub-Saharan Africa ","Lower middle income",1,0.4,5,2011
"SWZ","Eswatini","Sub-Saharan Africa ","Lower middle income",2,0.5,2,2011
"SWZ","Eswatini","Sub-Saharan Africa ","Lower middle income",3,1,5,2011
"SWZ","Eswatini","Sub-Saharan Africa ","Lower middle income",4,0.333,6,2011
"SWZ","Eswatini","Sub-Saharan Africa ","Lower middle income",5,0.154,13,2011
"SWZ","Eswatini","Sub-Saharan Africa ","Lower middle income",8,0.167,6,2011
"SWZ","Eswatini","Sub-Saharan Africa ","Lower middle income",10,1,1,2011
"SWZ","Eswatini","Sub-Saharan Africa ","Lower middle income",16,0.289,5,2011
"SWZ","Eswatini","Sub-Saharan Africa ","Lower middle income",NA,0,1,2011
"SXM","Sint Maarten (Dutch part)","Latin America & Caribbean ","High income",1,0,5,2011
"SXM","Sint Maarten (Dutch part)","Latin America & Caribbean ","High income",2,0,2,2011
"SXM","Sint Maarten (Dutch part)","Latin America & Caribbean ","High income",3,0,5,2011
"SXM","Sint Maarten (Dutch part)","Latin America & Caribbean ","High income",4,0,6,2011
"SXM","Sint Maarten (Dutch part)","Latin America & Caribbean ","High income",5,0,13,2011
"SXM","Sint Maarten (Dutch part)","Latin America & Caribbean ","High income",8,0,6,2011
"SXM","Sint Maarten (Dutch part)","Latin America & Caribbean ","High income",10,0,1,2011
"SXM","Sint Maarten (Dutch part)","Latin America & Caribbean ","High income",16,0,5,2011
"SXM","Sint Maarten (Dutch part)","Latin America & Caribbean ","High income",NA,0,1,2011
"SYC","Seychelles","Sub-Saharan Africa ","High income",1,0,5,2011
"SYC","Seychelles","Sub-Saharan Africa ","High income",2,0,2,2011
"SYC","Seychelles","Sub-Saharan Africa ","High income",3,0.6,5,2011
"SYC","Seychelles","Sub-Saharan Africa ","High income",4,0.333,6,2011
"SYC","Seychelles","Sub-Saharan Africa ","High income",5,0.077,13,2011
"SYC","Seychelles","Sub-Saharan Africa ","High income",8,0.167,6,2011
"SYC","Seychelles","Sub-Saharan Africa ","High income",10,0,1,2011
"SYC","Seychelles","Sub-Saharan Africa ","High income",16,0.2,5,2011
"SYC","Seychelles","Sub-Saharan Africa ","High income",NA,0,1,2011
"SYR","Syrian Arab Republic","Middle East & North Africa","Low income",1,0.4,5,2011
"SYR","Syrian Arab Republic","Middle East & North Africa","Low income",2,0,2,2011
"SYR","Syrian Arab Republic","Middle East & North Africa","Low income",3,1,5,2011
"SYR","Syrian Arab Republic","Middle East & North Africa","Low income",4,0.5,6,2011
"SYR","Syrian Arab Republic","Middle East & North Africa","Low income",5,0.077,13,2011
"SYR","Syrian Arab Republic","Middle East & North Africa","Low income",8,0.167,6,2011
"SYR","Syrian Arab Republic","Middle East & North Africa","Low income",10,1,1,2011
"SYR","Syrian Arab Republic","Middle East & North Africa","Low income",16,0.2,5,2011
"SYR","Syrian Arab Republic","Middle East & North Africa","Low income",NA,0,1,2011
"TCA","Turks and Caicos Islands","Latin America & Caribbean ","High income",1,0,5,2011
"TCA","Turks and Caicos Islands","Latin America & Caribbean ","High income",2,0,2,2011
"TCA","Turks and Caicos Islands","Latin America & Caribbean ","High income",3,0.2,5,2011
"TCA","Turks and Caicos Islands","Latin America & Caribbean ","High income",4,0.333,6,2011
"TCA","Turks and Caicos Islands","Latin America & Caribbean ","High income",5,0,13,2011
"TCA","Turks and Caicos Islands","Latin America & Caribbean ","High income",8,0.167,6,2011
"TCA","Turks and Caicos Islands","Latin America & Caribbean ","High income",10,0,1,2011
"TCA","Turks and Caicos Islands","Latin America & Caribbean ","High income",16,0.2,5,2011
"TCA","Turks and Caicos Islands","Latin America & Caribbean ","High income",NA,0,1,2011
"TCD","Chad","Sub-Saharan Africa ","Low income",1,0.2,5,2011
"TCD","Chad","Sub-Saharan Africa ","Low income",2,0.5,2,2011
"TCD","Chad","Sub-Saharan Africa ","Low income",3,1,5,2011
"TCD","Chad","Sub-Saharan Africa ","Low income",4,0.167,6,2011
"TCD","Chad","Sub-Saharan Africa ","Low income",5,0.077,13,2011
"TCD","Chad","Sub-Saharan Africa ","Low income",8,0,6,2011
"TCD","Chad","Sub-Saharan Africa ","Low income",10,1,1,2011
"TCD","Chad","Sub-Saharan Africa ","Low income",16,0,5,2011
"TCD","Chad","Sub-Saharan Africa ","Low income",NA,0,1,2011
"TGO","Togo","Sub-Saharan Africa ","Low income",1,0.2,5,2011
"TGO","Togo","Sub-Saharan Africa ","Low income",2,0.5,2,2011
"TGO","Togo","Sub-Saharan Africa ","Low income",3,1,5,2011
"TGO","Togo","Sub-Saharan Africa ","Low income",4,0.5,6,2011
"TGO","Togo","Sub-Saharan Africa ","Low income",5,0.077,13,2011
"TGO","Togo","Sub-Saharan Africa ","Low income",8,0.167,6,2011
"TGO","Togo","Sub-Saharan Africa ","Low income",10,1,1,2011
"TGO","Togo","Sub-Saharan Africa ","Low income",16,0.2,5,2011
"TGO","Togo","Sub-Saharan Africa ","Low income",NA,0,1,2011
"THA","Thailand","East Asia & Pacific","Upper middle income",1,0.4,5,2011
"THA","Thailand","East Asia & Pacific","Upper middle income",2,0.5,2,2011
"THA","Thailand","East Asia & Pacific","Upper middle income",3,0.8,5,2011
"THA","Thailand","East Asia & Pacific","Upper middle income",4,0.5,6,2011
"THA","Thailand","East Asia & Pacific","Upper middle income",5,0.231,13,2011
"THA","Thailand","East Asia & Pacific","Upper middle income",8,0.333,6,2011
"THA","Thailand","East Asia & Pacific","Upper middle income",10,1,1,2011
"THA","Thailand","East Asia & Pacific","Upper middle income",16,0.4,5,2011
"THA","Thailand","East Asia & Pacific","Upper middle income",NA,0,1,2011
"TJK","Tajikistan","Europe & Central Asia","Lower middle income",1,0.2,5,2011
"TJK","Tajikistan","Europe & Central Asia","Lower middle income",2,0.5,2,2011
"TJK","Tajikistan","Europe & Central Asia","Lower middle income",3,0.8,5,2011
"TJK","Tajikistan","Europe & Central Asia","Lower middle income",4,0.333,6,2011
"TJK","Tajikistan","Europe & Central Asia","Lower middle income",5,0.154,13,2011
"TJK","Tajikistan","Europe & Central Asia","Lower middle income",8,0.333,6,2011
"TJK","Tajikistan","Europe & Central Asia","Lower middle income",10,1,1,2011
"TJK","Tajikistan","Europe & Central Asia","Lower middle income",16,0.4,5,2011
"TJK","Tajikistan","Europe & Central Asia","Lower middle income",NA,0,1,2011
"TKM","Turkmenistan","Europe & Central Asia","Upper middle income",1,0,5,2011
"TKM","Turkmenistan","Europe & Central Asia","Upper middle income",2,0,2,2011
"TKM","Turkmenistan","Europe & Central Asia","Upper middle income",3,0.4,5,2011
"TKM","Turkmenistan","Europe & Central Asia","Upper middle income",4,0.167,6,2011
"TKM","Turkmenistan","Europe & Central Asia","Upper middle income",5,0.077,13,2011
"TKM","Turkmenistan","Europe & Central Asia","Upper middle income",8,0.167,6,2011
"TKM","Turkmenistan","Europe & Central Asia","Upper middle income",10,0,1,2011
"TKM","Turkmenistan","Europe & Central Asia","Upper middle income",16,0.2,5,2011
"TKM","Turkmenistan","Europe & Central Asia","Upper middle income",NA,0,1,2011
"TLS","Timor-Leste","East Asia & Pacific","Lower middle income",1,0.4,5,2011
"TLS","Timor-Leste","East Asia & Pacific","Lower middle income",2,1,2,2011
"TLS","Timor-Leste","East Asia & Pacific","Lower middle income",3,1,5,2011
"TLS","Timor-Leste","East Asia & Pacific","Lower middle income",4,0.333,6,2011
"TLS","Timor-Leste","East Asia & Pacific","Lower middle income",5,0.154,13,2011
"TLS","Timor-Leste","East Asia & Pacific","Lower middle income",8,0.5,6,2011
"TLS","Timor-Leste","East Asia & Pacific","Lower middle income",10,1,1,2011
"TLS","Timor-Leste","East Asia & Pacific","Lower middle income",16,0.2,5,2011
"TLS","Timor-Leste","East Asia & Pacific","Lower middle income",NA,0,1,2011
"TON","Tonga","East Asia & Pacific","Upper middle income",1,0.4,5,2011
"TON","Tonga","East Asia & Pacific","Upper middle income",2,0,2,2011
"TON","Tonga","East Asia & Pacific","Upper middle income",3,0.6,5,2011
"TON","Tonga","East Asia & Pacific","Upper middle income",4,0.167,6,2011
"TON","Tonga","East Asia & Pacific","Upper middle income",5,0.077,13,2011
"TON","Tonga","East Asia & Pacific","Upper middle income",8,0,6,2011
"TON","Tonga","East Asia & Pacific","Upper middle income",10,1,1,2011
"TON","Tonga","East Asia & Pacific","Upper middle income",16,0.2,5,2011
"TON","Tonga","East Asia & Pacific","Upper middle income",NA,0,1,2011
"TTO","Trinidad and Tobago","Latin America & Caribbean ","High income",1,0,5,2011
"TTO","Trinidad and Tobago","Latin America & Caribbean ","High income",2,0,2,2011
"TTO","Trinidad and Tobago","Latin America & Caribbean ","High income",3,0.8,5,2011
"TTO","Trinidad and Tobago","Latin America & Caribbean ","High income",4,0.5,6,2011
"TTO","Trinidad and Tobago","Latin America & Caribbean ","High income",5,0.077,13,2011
"TTO","Trinidad and Tobago","Latin America & Caribbean ","High income",8,0.167,6,2011
"TTO","Trinidad and Tobago","Latin America & Caribbean ","High income",10,0,1,2011
"TTO","Trinidad and Tobago","Latin America & Caribbean ","High income",16,0.489,5,2011
"TTO","Trinidad and Tobago","Latin America & Caribbean ","High income",NA,0,1,2011
"TUN","Tunisia","Middle East & North Africa","Lower middle income",1,0.4,5,2011
"TUN","Tunisia","Middle East & North Africa","Lower middle income",2,0.5,2,2011
"TUN","Tunisia","Middle East & North Africa","Lower middle income",3,0.6,5,2011
"TUN","Tunisia","Middle East & North Africa","Lower middle income",4,0.5,6,2011
"TUN","Tunisia","Middle East & North Africa","Lower middle income",5,0.154,13,2011
"TUN","Tunisia","Middle East & North Africa","Lower middle income",8,0.167,6,2011
"TUN","Tunisia","Middle East & North Africa","Lower middle income",10,1,1,2011
"TUN","Tunisia","Middle East & North Africa","Lower middle income",16,0.2,5,2011
"TUN","Tunisia","Middle East & North Africa","Lower middle income",NA,0,1,2011
"TUR","Turkiye","Europe & Central Asia","Upper middle income",1,0.4,5,2011
"TUR","Turkiye","Europe & Central Asia","Upper middle income",2,0,2,2011
"TUR","Turkiye","Europe & Central Asia","Upper middle income",3,0.8,5,2011
"TUR","Turkiye","Europe & Central Asia","Upper middle income",4,0.667,6,2011
"TUR","Turkiye","Europe & Central Asia","Upper middle income",5,0.154,13,2011
"TUR","Turkiye","Europe & Central Asia","Upper middle income",8,0.667,6,2011
"TUR","Turkiye","Europe & Central Asia","Upper middle income",10,0,1,2011
"TUR","Turkiye","Europe & Central Asia","Upper middle income",16,0.4,5,2011
"TUR","Turkiye","Europe & Central Asia","Upper middle income",NA,0,1,2011
"TUV","Tuvalu","East Asia & Pacific","Upper middle income",1,0.4,5,2011
"TUV","Tuvalu","East Asia & Pacific","Upper middle income",2,0.5,2,2011
"TUV","Tuvalu","East Asia & Pacific","Upper middle income",3,0.6,5,2011
"TUV","Tuvalu","East Asia & Pacific","Upper middle income",4,0.167,6,2011
"TUV","Tuvalu","East Asia & Pacific","Upper middle income",5,0.077,13,2011
"TUV","Tuvalu","East Asia & Pacific","Upper middle income",8,0,6,2011
"TUV","Tuvalu","East Asia & Pacific","Upper middle income",10,1,1,2011
"TUV","Tuvalu","East Asia & Pacific","Upper middle income",16,0.2,5,2011
"TUV","Tuvalu","East Asia & Pacific","Upper middle income",NA,0,1,2011
"TZA","Tanzania","Sub-Saharan Africa ","Lower middle income",1,0.4,5,2011
"TZA","Tanzania","Sub-Saharan Africa ","Lower middle income",2,1,2,2011
"TZA","Tanzania","Sub-Saharan Africa ","Lower middle income",3,1,5,2011
"TZA","Tanzania","Sub-Saharan Africa ","Lower middle income",4,0.5,6,2011
"TZA","Tanzania","Sub-Saharan Africa ","Lower middle income",5,0.231,13,2011
"TZA","Tanzania","Sub-Saharan Africa ","Lower middle income",8,0.167,6,2011
"TZA","Tanzania","Sub-Saharan Africa ","Lower middle income",10,1,1,2011
"TZA","Tanzania","Sub-Saharan Africa ","Lower middle income",16,0.2,5,2011
"TZA","Tanzania","Sub-Saharan Africa ","Lower middle income",NA,0,1,2011
"UGA","Uganda","Sub-Saharan Africa ","Low income",1,0.4,5,2011
"UGA","Uganda","Sub-Saharan Africa ","Low income",2,1,2,2011
"UGA","Uganda","Sub-Saharan Africa ","Low income",3,1,5,2011
"UGA","Uganda","Sub-Saharan Africa ","Low income",4,0.5,6,2011
"UGA","Uganda","Sub-Saharan Africa ","Low income",5,0.154,13,2011
"UGA","Uganda","Sub-Saharan Africa ","Low income",8,0.5,6,2011
"UGA","Uganda","Sub-Saharan Africa ","Low income",10,1,1,2011
"UGA","Uganda","Sub-Saharan Africa ","Low income",16,0.4,5,2011
"UGA","Uganda","Sub-Saharan Africa ","Low income",NA,0,1,2011
"UKR","Ukraine","Europe & Central Asia","Lower middle income",1,0.2,5,2011
"UKR","Ukraine","Europe & Central Asia","Lower middle income",2,0.5,2,2011
"UKR","Ukraine","Europe & Central Asia","Lower middle income",3,0.8,5,2011
"UKR","Ukraine","Europe & Central Asia","Lower middle income",4,0.333,6,2011
"UKR","Ukraine","Europe & Central Asia","Lower middle income",5,0.154,13,2011
"UKR","Ukraine","Europe & Central Asia","Lower middle income",8,0.333,6,2011
"UKR","Ukraine","Europe & Central Asia","Lower middle income",10,1,1,2011
"UKR","Ukraine","Europe & Central Asia","Lower middle income",16,0.6,5,2011
"UKR","Ukraine","Europe & Central Asia","Lower middle income",NA,0,1,2011
"URY","Uruguay","Latin America & Caribbean ","High income",1,0.2,5,2011
"URY","Uruguay","Latin America & Caribbean ","High income",2,0,2,2011
"URY","Uruguay","Latin America & Caribbean ","High income",3,0.8,5,2011
"URY","Uruguay","Latin America & Caribbean ","High income",4,0.667,6,2011
"URY","Uruguay","Latin America & Caribbean ","High income",5,0.231,13,2011
"URY","Uruguay","Latin America & Caribbean ","High income",8,0.5,6,2011
"URY","Uruguay","Latin America & Caribbean ","High income",10,1,1,2011
"URY","Uruguay","Latin America & Caribbean ","High income",16,0.4,5,2011
"URY","Uruguay","Latin America & Caribbean ","High income",NA,0,1,2011
"USA","United States","North America","High income",1,0.2,5,2011
"USA","United States","North America","High income",2,0.5,2,2011
"USA","United States","North America","High income",3,0.8,5,2011
"USA","United States","North America","High income",4,0.5,6,2011
"USA","United States","North America","High income",5,0.231,13,2011
"USA","United States","North America","High income",8,0.5,6,2011
"USA","United States","North America","High income",10,1,1,2011
"USA","United States","North America","High income",16,0.6,5,2011
"USA","United States","North America","High income",NA,0,1,2011
"UZB","Uzbekistan","Europe & Central Asia","Lower middle income",1,0,5,2011
"UZB","Uzbekistan","Europe & Central Asia","Lower middle income",2,0.5,2,2011
"UZB","Uzbekistan","Europe & Central Asia","Lower middle income",3,0.6,5,2011
"UZB","Uzbekistan","Europe & Central Asia","Lower middle income",4,0.333,6,2011
"UZB","Uzbekistan","Europe & Central Asia","Lower middle income",5,0.077,13,2011
"UZB","Uzbekistan","Europe & Central Asia","Lower middle income",8,0.333,6,2011
"UZB","Uzbekistan","Europe & Central Asia","Lower middle income",10,0,1,2011
"UZB","Uzbekistan","Europe & Central Asia","Lower middle income",16,0.2,5,2011
"UZB","Uzbekistan","Europe & Central Asia","Lower middle income",NA,0,1,2011
"VCT","St. Vincent and the Grenadines","Latin America & Caribbean ","Upper middle income",1,0,5,2011
"VCT","St. Vincent and the Grenadines","Latin America & Caribbean ","Upper middle income",2,0,2,2011
"VCT","St. Vincent and the Grenadines","Latin America & Caribbean ","Upper middle income",3,0.6,5,2011
"VCT","St. Vincent and the Grenadines","Latin America & Caribbean ","Upper middle income",4,0.167,6,2011
"VCT","St. Vincent and the Grenadines","Latin America & Caribbean ","Upper middle income",5,0.077,13,2011
"VCT","St. Vincent and the Grenadines","Latin America & Caribbean ","Upper middle income",8,0.333,6,2011
"VCT","St. Vincent and the Grenadines","Latin America & Caribbean ","Upper middle income",10,0,1,2011
"VCT","St. Vincent and the Grenadines","Latin America & Caribbean ","Upper middle income",16,0.4,5,2011
"VCT","St. Vincent and the Grenadines","Latin America & Caribbean ","Upper middle income",NA,0,1,2011
"VEN","Venezuela, RB","Latin America & Caribbean ","Not classified",1,0.2,5,2011
"VEN","Venezuela, RB","Latin America & Caribbean ","Not classified",2,0,2,2011
"VEN","Venezuela, RB","Latin America & Caribbean ","Not classified",3,0.6,5,2011
"VEN","Venezuela, RB","Latin America & Caribbean ","Not classified",4,0.5,6,2011
"VEN","Venezuela, RB","Latin America & Caribbean ","Not classified",5,0.077,13,2011
"VEN","Venezuela, RB","Latin America & Caribbean ","Not classified",8,0.333,6,2011
"VEN","Venezuela, RB","Latin America & Caribbean ","Not classified",10,0,1,2011
"VEN","Venezuela, RB","Latin America & Caribbean ","Not classified",16,0.378,5,2011
"VEN","Venezuela, RB","Latin America & Caribbean ","Not classified",NA,0,1,2011
"VGB","British Virgin Islands","Latin America & Caribbean ","High income",1,0,5,2011
"VGB","British Virgin Islands","Latin America & Caribbean ","High income",2,0,2,2011
"VGB","British Virgin Islands","Latin America & Caribbean ","High income",3,0.2,5,2011
"VGB","British Virgin Islands","Latin America & Caribbean ","High income",4,0.167,6,2011
"VGB","British Virgin Islands","Latin America & Caribbean ","High income",5,0,13,2011
"VGB","British Virgin Islands","Latin America & Caribbean ","High income",8,0,6,2011
"VGB","British Virgin Islands","Latin America & Caribbean ","High income",10,0,1,2011
"VGB","British Virgin Islands","Latin America & Caribbean ","High income",16,0,5,2011
"VGB","British Virgin Islands","Latin America & Caribbean ","High income",NA,0,1,2011
"VIR","Virgin Islands (U.S.)","Latin America & Caribbean ","High income",1,0,5,2011
"VIR","Virgin Islands (U.S.)","Latin America & Caribbean ","High income",2,0,2,2011
"VIR","Virgin Islands (U.S.)","Latin America & Caribbean ","High income",3,0.2,5,2011
"VIR","Virgin Islands (U.S.)","Latin America & Caribbean ","High income",4,0,6,2011
"VIR","Virgin Islands (U.S.)","Latin America & Caribbean ","High income",5,0,13,2011
"VIR","Virgin Islands (U.S.)","Latin America & Caribbean ","High income",8,0,6,2011
"VIR","Virgin Islands (U.S.)","Latin America & Caribbean ","High income",10,0,1,2011
"VIR","Virgin Islands (U.S.)","Latin America & Caribbean ","High income",16,0.2,5,2011
"VIR","Virgin Islands (U.S.)","Latin America & Caribbean ","High income",NA,0,1,2011
"VNM","Viet Nam","East Asia & Pacific","Lower middle income",1,0.2,5,2011
"VNM","Viet Nam","East Asia & Pacific","Lower middle income",2,1,2,2011
"VNM","Viet Nam","East Asia & Pacific","Lower middle income",3,1,5,2011
"VNM","Viet Nam","East Asia & Pacific","Lower middle income",4,0.5,6,2011
"VNM","Viet Nam","East Asia & Pacific","Lower middle income",5,0.154,13,2011
"VNM","Viet Nam","East Asia & Pacific","Lower middle income",8,0.5,6,2011
"VNM","Viet Nam","East Asia & Pacific","Lower middle income",10,1,1,2011
"VNM","Viet Nam","East Asia & Pacific","Lower middle income",16,0.4,5,2011
"VNM","Viet Nam","East Asia & Pacific","Lower middle income",NA,0,1,2011
"VUT","Vanuatu","East Asia & Pacific","Lower middle income",1,0.2,5,2011
"VUT","Vanuatu","East Asia & Pacific","Lower middle income",2,0.5,2,2011
"VUT","Vanuatu","East Asia & Pacific","Lower middle income",3,0.6,5,2011
"VUT","Vanuatu","East Asia & Pacific","Lower middle income",4,0.333,6,2011
"VUT","Vanuatu","East Asia & Pacific","Lower middle income",5,0.154,13,2011
"VUT","Vanuatu","East Asia & Pacific","Lower middle income",8,0.333,6,2011
"VUT","Vanuatu","East Asia & Pacific","Lower middle income",10,1,1,2011
"VUT","Vanuatu","East Asia & Pacific","Lower middle income",16,0,5,2011
"VUT","Vanuatu","East Asia & Pacific","Lower middle income",NA,0,1,2011
"WSM","Samoa","East Asia & Pacific","Lower middle income",1,0.4,5,2011
"WSM","Samoa","East Asia & Pacific","Lower middle income",2,0.5,2,2011
"WSM","Samoa","East Asia & Pacific","Lower middle income",3,0.8,5,2011
"WSM","Samoa","East Asia & Pacific","Lower middle income",4,0.333,6,2011
"WSM","Samoa","East Asia & Pacific","Lower middle income",5,0.077,13,2011
"WSM","Samoa","East Asia & Pacific","Lower middle income",8,0.167,6,2011
"WSM","Samoa","East Asia & Pacific","Lower middle income",10,1,1,2011
"WSM","Samoa","East Asia & Pacific","Lower middle income",16,0.2,5,2011
"WSM","Samoa","East Asia & Pacific","Lower middle income",NA,0,1,2011
"YEM","Yemen, Rep.","Middle East & North Africa","Low income",1,0,5,2011
"YEM","Yemen, Rep.","Middle East & North Africa","Low income",2,0.5,2,2011
"YEM","Yemen, Rep.","Middle East & North Africa","Low income",3,0.6,5,2011
"YEM","Yemen, Rep.","Middle East & North Africa","Low income",4,0.5,6,2011
"YEM","Yemen, Rep.","Middle East & North Africa","Low income",5,0.077,13,2011
"YEM","Yemen, Rep.","Middle East & North Africa","Low income",8,0.167,6,2011
"YEM","Yemen, Rep.","Middle East & North Africa","Low income",10,0,1,2011
"YEM","Yemen, Rep.","Middle East & North Africa","Low income",16,0.2,5,2011
"YEM","Yemen, Rep.","Middle East & North Africa","Low income",NA,0,1,2011
"ZAF","South Africa","Sub-Saharan Africa ","Upper middle income",1,0.6,5,2011
"ZAF","South Africa","Sub-Saharan Africa ","Upper middle income",2,0.5,2,2011
"ZAF","South Africa","Sub-Saharan Africa ","Upper middle income",3,0.8,5,2011
"ZAF","South Africa","Sub-Saharan Africa ","Upper middle income",4,0.167,6,2011
"ZAF","South Africa","Sub-Saharan Africa ","Upper middle income",5,0.231,13,2011
"ZAF","South Africa","Sub-Saharan Africa ","Upper middle income",8,0.5,6,2011
"ZAF","South Africa","Sub-Saharan Africa ","Upper middle income",10,1,1,2011
"ZAF","South Africa","Sub-Saharan Africa ","Upper middle income",16,0.6,5,2011
"ZAF","South Africa","Sub-Saharan Africa ","Upper middle income",NA,0,1,2011
"ZMB","Zambia","Sub-Saharan Africa ","Lower middle income",1,0.4,5,2011
"ZMB","Zambia","Sub-Saharan Africa ","Lower middle income",2,0.5,2,2011
"ZMB","Zambia","Sub-Saharan Africa ","Lower middle income",3,1,5,2011
"ZMB","Zambia","Sub-Saharan Africa ","Lower middle income",4,0.167,6,2011
"ZMB","Zambia","Sub-Saharan Africa ","Lower middle income",5,0.154,13,2011
"ZMB","Zambia","Sub-Saharan Africa ","Lower middle income",8,0.167,6,2011
"ZMB","Zambia","Sub-Saharan Africa ","Lower middle income",10,1,1,2011
"ZMB","Zambia","Sub-Saharan Africa ","Lower middle income",16,0.4,5,2011
"ZMB","Zambia","Sub-Saharan Africa ","Lower middle income",NA,0,1,2011
"ZWE","Zimbabwe","Sub-Saharan Africa ","Lower middle income",1,0.4,5,2011
"ZWE","Zimbabwe","Sub-Saharan Africa ","Lower middle income",2,0.5,2,2011
"ZWE","Zimbabwe","Sub-Saharan Africa ","Lower middle income",3,1,5,2011
"ZWE","Zimbabwe","Sub-Saharan Africa ","Lower middle income",4,0.333,6,2011
"ZWE","Zimbabwe","Sub-Saharan Africa ","Lower middle income",5,0.231,13,2011
"ZWE","Zimbabwe","Sub-Saharan Africa ","Lower middle income",8,0.5,6,2011
"ZWE","Zimbabwe","Sub-Saharan Africa ","Lower middle income",10,1,1,2011
"ZWE","Zimbabwe","Sub-Saharan Africa ","Lower middle income",16,0.2,5,2011
"ZWE","Zimbabwe","Sub-Saharan Africa ","Lower middle income",NA,0,1,2011
"ABW","Aruba","Latin America & Caribbean ","High income",1,0,5,2010
"ABW","Aruba","Latin America & Caribbean ","High income",2,0,2,2010
"ABW","Aruba","Latin America & Caribbean ","High income",3,0.2,5,2010
"ABW","Aruba","Latin America & Caribbean ","High income",4,0.333,6,2010
"ABW","Aruba","Latin America & Caribbean ","High income",5,0,13,2010
"ABW","Aruba","Latin America & Caribbean ","High income",8,0.167,6,2010
"ABW","Aruba","Latin America & Caribbean ","High income",10,0,1,2010
"ABW","Aruba","Latin America & Caribbean ","High income",16,0.2,5,2010
"ABW","Aruba","Latin America & Caribbean ","High income",NA,0,1,2010
"AFG","Afghanistan","South Asia","Low income",1,0.2,5,2010
"AFG","Afghanistan","South Asia","Low income",2,0.5,2,2010
"AFG","Afghanistan","South Asia","Low income",3,0.8,5,2010
"AFG","Afghanistan","South Asia","Low income",4,0,6,2010
"AFG","Afghanistan","South Asia","Low income",5,0.077,13,2010
"AFG","Afghanistan","South Asia","Low income",8,0.167,6,2010
"AFG","Afghanistan","South Asia","Low income",10,0,1,2010
"AFG","Afghanistan","South Asia","Low income",16,0.2,5,2010
"AFG","Afghanistan","South Asia","Low income",NA,0,1,2010
"AGO","Angola","Sub-Saharan Africa ","Lower middle income",1,0.2,5,2010
